جائیر	jair
</s>	</s>
تحصعل	tahsa-al
حویلی	haveli
آزاد	azad
کشمیر	kashmir
</s>	</s>
تم	tum
نے	ne
بھی	bhi
میرے	mere
ساتھ	saath
اُٹھائے	uthaye
ہیں	hain
دکھ	dukh
بہت	bahut
</s>	</s>
ارتقا	irteqa
پسند	pasand
خود	khud
یہ	ye
کہتے	kahte
ہیں	hain
کے	ki
ارتقا	irteqa
کا	ka
عمل	amal
انتہائی	intehayi
سست	sust
رفتار	raftaar
ہوتا	hota
ہے	hai
کیونکہ	kyonki
قدرت	qudrat
جو	jo
جاندار	jaandaar
کے	ke
لیے	liye
بہتر	behtar
ہوتا	hota
ہے	hai
وہ	wo
بڑے	bade
آہستہ	aahista
انداز	andaaz
میں	mein
پسند	pasand
کرتی	karti
ہے	hai
اور	aur
پھر	phir
اُس	is
تبدیلی	tabdeeli
کو	ko
نسل	nasal
در	dar
نسل	nasal
آگے	aage
بڑاہتی	badhaati
ہے	hai
</s>	</s>
انہوں	unhon
نے	ne
علی گڑھ	aligarh
مسلم	muslim
یونیورسٹی	university
سے	se
گریجویشن	graduation
اور	aur
ایم اے	ma
تاریخ	taareekh
کے	ke
امتحان	imtehaan
پاس	paas
کیے	kiye
</s>	</s>
قبلہ	qibla
عالم	aalam
خود	khud
فرماتے	farmaate
تھے	the
کہ	ki
رب	rab
تعالیٰ	taala
نے	ne
مجھے	mujhe
دو	do
شوق	shauq
عطا	ata
فرما	farma
رکھے	rakhe
تھے	the
گھڑ	ghur
سواری	sawaari
اور	aur
تعمیر	taameere
مساجد	masaajid
کا	ka
شوق	shauq
</s>	</s>
ہائڈ	hide
کاؤنٹی	county
شمالی	shumaali
کیرولائنا	carolina
</s>	</s>
آفیشل	official
ویب سائٹ	website
</s>	</s>
رفاعی	rafaaee
سلاسل	salaasal
تصوف	tasawwuf
میں	mein
سے	se
ایک	ek
سلسلے	silsile
کا	ka
نام	naam
ہے	hai
</s>	</s>
فقہ	fiqh
</s>	</s>
اُن	un
کی	kee
میت	maiyat
پاکستان	pakistan
انٹرنیشنل	international
ایئر	air
لائنز	lines
کی	kee
پرواز	parwaaz
PK	pk
758	758
سے	se
جمعہ	juma
14	14
ستمبر	september
2018ء	2018
کی	kee
صبح	subah
6	6
بجکر	baj kar
45	45
منٹ	minute
پر	par
لاہور	lahore
لائی	laayi
گئی	gayi
جہاں	jahaan
حمزہ	hamza
شہباز	shahbaz
شریف	sharif
نے	ne
اُن	un
کی	kee
میت	maiyat
کو	ko
وصول	wasool
کیا	kiya
</s>	</s>
شہنشاہ	shahanshahe
غزل	ghazal
فخر	fakhre
چیچہ	checha
وطنی	watani
جناب	janab
مہدی	mehdi
حسن	hasan
مرحوم	marhoom
کا	ka
تعلق	taalluq
بھی	bhi
اسی	isi
شہر	shahar
سے	se
تھا	tha
</s>	</s>
ڈولفن	dolphin
</s>	</s>
موجودہ	maujoodah
تحریک	tahreek
کا	ka
کوئی	koi
رہنما	rahnuma
نہیں	nahin
بلکہ	balki
یہ	ye
خودارادی	khud-iraadi
طور	taur
پر	par
آگے	aage
بڑھ	badh
رہی	rahi
ہے	hai
</s>	</s>
ان	un
کے	ke
لشکر	lashkar
کو	ko
واپس	waapas
آنے	aane
کے	ke
بعد	baad
یہ	ye
اطلاع	ittela
ملی	mili
کہ	ki
یہ	ye
خبر	khabar
جھوٹی	jhooti
تھی	thi
</s>	</s>
چوتھے	chauthe
روز	roz
حضرت	hazrat
علی	ali
دونوں	donon
بچوں	bachchon
کو	ko
لیے	liye
ہوئے	huye
رسول	rasool
اللہ	allah
صلی اللہ	sallallahu
علیہ	alaihi
و	wa
آلہ	aalihi
وسلم	wasallam
کی	kee
خدمت	khidmat
میں	mein
حاضر	haazir
ہوئے	huye
تو	to
حضور	huzoor
نے	ne
دیکھا	dekha
کہ	ki
بھوک	bhook
کی	kee
شدت	shiddat
سے	se
تینوں	teenon
باپ	baap
بیٹوں	beton
کا	ka
برا	bura
حال	haal
ہو	ho
رہا	raha
ہے	hai
</s>	</s>
وہ	wo
21	21
یا	ya
22	22
ستمبر	september
1840ء	1840
کو	ko
عثمانیہ	usmania
محل	mahal
استنبول	istanbul
میں	mein
پیدا	paida
ہوئے	huye
اور	aur
21	21
جنوری	january
1774ء	1774
کو	ko
عثمانیہ	usmania
محل	mahal
کے	ke
مقام	muqaam
پر	par
وفات	wafaat
پائی	paayi
جبکہ	jabki
ان	un
کو	ko
30	30
اگست	august
1904ء	1904
کو	ko
استنبول	istanbul
کے	ke
مقام	muqaam
پر	par
دفنایا	dafnaya
گیا	gaya
</s>	</s>
اور	aur
اس	is
سے	se
پہلے	pale
ایک	ek
ہزار	hazaar
آٹھ	aath
سو	sau
بائیس	baais
یا	ya
اٹھارہ	atharah
سو	sau
بائیس	baais
اور	aur
اس	us
کے	ke
بعد	baad
ایک	ek
ہزار	hazaar
آٹھ	aath
سو	sau
چوبیس	chaubees
یا	ya
اٹھارہ	atharah
سو	sau
چوبیس	chaubees
بولا	bola
جاتا	jaata
ہے	hai
</s>	</s>
یہاں	yahaan
نیل	neel
گائے	gaye
ہرن	hiran
گیدڑ	geedar
سؤر ،بارہ	suar, baarah
سنگھا،موراور	singha, mor aur
اڑیال	ariyaal
جیسے	jaise
جنگلی	junglee
جانوروں	jaanwaron
کو	ko
قدرتی	qudrati
ماحول	maahaul
دیا	diya
جاتا	jaata
ہے	hai
اس	is
کے	ke
علاوہ	alaawah
گدھ	gidh
کی	kee
افزائش	afzaayishe
نسل	nasl
کا	ka
مرکز	markaz
ہے	hai
</s>	</s>
نیپچون	neptune
کے	ke
تین	teen
چکروں	chakkaron
پر	par
دو	do
چکر	chakkar
لگانے	lagane
والے	waale
اجرامِ	ajraame
فلکی	falki
پلوٹینو	pluteno
کہلاتے	kahlaate
ہیں	hain
کیونکہ	kyonki
پلوٹو	pluto
ان	un
میں	mein
سے	se
ایک	ek
ہے	hai
</s>	</s>
فاطمہ	fatima
جناح	jinnah
پارک	park
</s>	</s>
ہندسہ	hindsa
تحلیل	tahleel
وضعیت	wazeeat
تراکیب	taraakeeb
اور	aur
نظریہ	nazaria
عدد	adad
کے	ke
ساتھ	saath
الجبرا	algebra
خالص	khaalis
ریاضی	riyaazi
کا	ka
بڑا	bada
حصہ	hissa
ہے	hai
</s>	</s>
اور	aur
عائشہ ا	aisha
سے	use
صحیح	sahee
حدیث	hadees
میں	mein
مروی	marvi
ہے	hai
وہ	wo
بیان	bayaan
کرتی	karti
ہیں	hain
کہ	ki
نبی	nabi
صلی اللہ	sallallahu
علیہ	alaihi
وآلہ	wa aalihi
وسلم	wasallam
نے	ne
فرمایا	farmaya
</s>	</s>
متصل	muttasil
اسانید	asaaneed
میں	mein
جس	jis
کو	ko
زائد	zaayed
کیا	kiya
جائے	jaaye
</s>	</s>
فوزی	fauzi
چکماق	chakmaaq
</s>	</s>
پانچ	paanch
ہزار	hazaar
سال	saal
قبل	qabl
کینیڈا	canada
کے	ke
بوریل	borel
جنگلات	junglaat
اپنی	apni
انواع	anwaa
کے	ke
اعتبار	aitbaar
سے	se
آج	aaj
کے	ke
جنگلات	junglaat
کے	ke
مماثل	mamaasil
ہونے	hone
لگے	lage
</s>	</s>
مدینہ	madina
منورہ	munawwara
کے	ke
محلہ	mohalla
بنو	banu
سلمہ	salma
میں	mein
واقع	waaqe
ایک	ek
مسجد	masjid
جہاں	jahaan
2ھ	2h
میں	mein
نماز	namaz
کے	ke
دوران	dauraane
تحویل	tahweel
قبلہ	qibla
کا	ka
حکم	hukm
آیا	aaya
اور	aur
حضرت	hazrat
محمد	mohammad
صلی اللہ	sallallahu
علیہ	alaihi
و	wa
آلہ	aalihi
وسلم	wasallam
اور	aur
صحابہ	sahaba
کرام	karaam
نے	ne
نماز	namaz
کے	ke
دوران	dauraan
اپنا	apna
رخ	rukh
بیت المقدس	baitul muqaddas
سے	se
کعبے	kaabe
کی	kee
جانب	jaanib
پھیرا	phera
</s>	</s>
فہرست	fehrist
پرتگال	portugal
کے	ke
دریا	dariya
</s>	</s>
کیوں	kyon
کہ	ki
عام	aam
طور	taur
سے	se
یہی	yahi
قابل	qaabile
اعتماد	aitemaad
اور	aur
راز	raaz
دار	daar
مانے	maane
جاتے	jaate
ہیں	hain
</s>	</s>
چوڑے	chaude
کندھے	kandhe
</s>	</s>
بچپن	bachpan
ہی	hi
سے	se
دونوں	donon
میوزک	music
ہال	haal
کی	kee
طرف	taraf
بہت	bahut
مائل	maayel
تھے	the
اور	aur
دونوں	donon
میں	mein
اسٹیج	stage
پر	par
کام	kaam
کرنے	karne
کی	kee
فطری	fitree
قابلیت	qaabliyat
بھی	bhi
کافی	kaafi
حد	had
تک	tak
موجود	maujood
تھی	thi
</s>	</s>
مصر	misr
فیفا	fifa
کی	kee
ویب سائٹ	website
پر	par
</s>	</s>
چنانچہ	chunaanche
آپ	aap
نے	ne
سارے	saare
بلاد	balaade
اسلامیہ	islamia
میں	mein
یہ	ye
فرمان	farmaan
جاری	jaari
کر	kar
دیا	diya
جس	jis
لونڈی	laundi
سے	se
مالک	maalik
کی	kee
اولاد	aulaad
پیدا	paida
ہو	ho
جائے	jaaye
وہ	wo
اسے	use
فروخت	farokht
نہیں	nahin
کر	kar
سکتا	sakta
</s>	</s>
شاعری	shayari
کے	ke
بہائو	bahao
کو	ko
تیز	tez
کرنے	karne
اور	aur
ترنم	tarannum
کی	kee
لہروں	lahron
کو	ko
بلند	buland
کرنے	karne
کے	ke
لیے	liye
ولی	wali
چھوٹی	chhoti
اورلمبی	aur lambi
بحروں	bahron
کو	ko
استعمال	istemaal
کرتے	karte
ہیں	hain
</s>	</s>
ہرٹفورڈ	hertford
کاؤنٹی	county
شمالی	shumaali
کیرولائنا	carolina
</s>	</s>
اگر	agar
کسانوں	kisaanon
کے	ke
پاس	paas
روٹی	roti
نہیں	nahin
تو	to
انہیں	unhein
کیک	cake
کھانے	khaane
دیں	dein
</s>	</s>
اے	aye
ہلال	hilaal
تُو	tu
ابد	abad
تک	tak
اسی	isi
طرح	tarah
لہراتا	lahraata
رہے	rahe
اور	aur
میری	meri
قوم	qaum
سرنگوں	sar-nagoon
نہ	na
ہو	ho
</s>	</s>
یہ	ye
فوائد	fawaayid
ماں	maan
کے	ke
لیے	liye
بھی	bhi
ہیں	hain
وہ	wo
خواتین	khawaateen
جو	jo
بچوں	bachchon
کو	ko
دودھ	doodh
نہیں	nahin
پلاتیں	pilaateen
وہ	wo
آگے	aage
کی	kee
زندگی	zindagi
میں	mein
قلب	qalb
کے	ke
امراض	imraaz
بڑھتے	badhte
تناؤ	tanao
ذیابیطس	ziabtees
بڑھی	badhi
ہوئی	hui
کولیسٹرول	cholestrole
پستان	pistaan
کے	ke
سرطان	sartaan
رحم	reham
کے	ke
سرطان	sartaan
اور	aur
کولہے	koolhe
کے	ke
ٹوٹنے	tootne
جیسی	jaisi
معذوریوں	mazooriyon
سے	se
متاثر	mutaassir
ہو	ho
سکتی	sakti
ہیں	hain
</s>	</s>
وتری	vitri
خیل	kheel
</s>	</s>
بیٹا	beta
یحییٰ	yahya
بن	bin
علی	ali
61ھ	61h
میں	mein
وفات	wafaat
</s>	</s>
کمر	kamar
پر	par
رکھے	rakhe
بازؤں	baazuon
اور	ya
چھاتیوں	chhaatiyon
</s>	</s>
لیکن	lekin
ابھی	abhi
تانبے	taambe
یا	ya
کانسی	kaansi
کے	ke
استعمال	istemaal
سے	se
انسان	insaan
واقف	waaqif
نہ	na
ہوا	hua
تھا	tha
۔	.
</s>	</s>
ان	in
روایات	riwaayaat
اور	aur
تاریخی	taareekhi
دستاویزات	dastavezaat
کے	ke
علاوہ	alaawah
نوروز	nauroz
اور	aur
اس	us
کی	kee
تاریخ	taareekh
کے	ke
بارے	baare
میں	mein
افسانوی	afsaanvi
کہانیاں	kahaniyan
بھی	bhi
ہیں	hain
جو	jo
ایران	iran
کی	kee
بعض	baaz
قدیمی	qadeemi
کتابوں	kitaabon
منجملہ	manjumla
شاہنامہ	shahnama
فردوسی	firdausi
اور	aur
تاریخ	taareekh
طبری	tabri
میں	mein
موجود	maujood
ہیں	hain
</s>	</s>
میلان	meelaan
سے	se
شہر	shahar
کا	ka
فاصلہ	faasla
136	136
کلومیٹر	kilometer
ہے	hai
</s>	</s>
احتمال	ihtemaal
احتمال	ihtemaal
نظریہ	nazaria
میں	mein
واقعات	waaqeyaat
کو	ko
عددی	adadi
احتمال	ihtemaal
تفویض	tafweez
کیا	kiya
جاتا	jaata
ہے	hai
صفر	sifar
سے	se
ایک	ek
تک	tak
یا	ya
عام	aam
زبان	zabaan
میں	mein
فیصدی	feesadi
</s>	</s>
سید	syed
قمر	quamar
عباس	abbas
اعرجی	aaraji
نے	ne
ساٹھ	saath
سے	se
ستر	sattar
۷۰۔۶۰	60-70
علم الانساب	ilmul ansaab
کے	ke
جیّد	jaiyad
نسابین	nisaabain
کی	kee
روایات	riwaayaat
کو	ko
رقم	raqam
کیا	kiya
جن	jin
میں	mein
سے	se
چند	chand
درج	darj
ذیل	zail
ہیں	hain
</s>	</s>
ان	un
کی	kee
وجہ	wajah
سے	se
تھا	tha
کہ	ki
ان	un
کی	kee
بیک	back
بون	bone
سے	se
منسلک	munsalik
رگ	rag
میں	mein
دقت	diqqat
آنے	aane
سے	se
ان	un
کے	ke
پاؤں	paaon
نے	ne
کام	kaam
کرنا	karna
بند	band
کر	kar
دیا	diya
</s>	</s>
آپ	aap
کی	kee
ولادت	wilaadat
ایک	ek
ایسے	aise
فارسی	farsi
خاندان	khaandaan
میں	mein
ہوئی	hui
جو	jo
طلوع	tulooe
اسلام	islam
سے	se
پہلے	pahle
نوشیروان	nausherwaan
کسریٰ	ksira
کے	ke
عہد	ahad
میں	mein
ایران	iran
سے	se
آکر	aakar
جنوبی	junoobi
عرب	arab
میں	mein
رہائش	rihayish
پزیر	pazeer
ہو	ho
گیا	gaya
تھا	tha
</s>	</s>
سری	sri
لنکن	lankan
کرکٹ	cricket
ٹیم	team
پر	par
فائرنگ	firing
</s>	</s>
دن	din
مکمل	mukammal
ہونے	hone
پر	par
چاند	chaand
کو	ko
چھلنی	chhalni
کے	ke
ذریعے	zariye
دیکھ	dekh
کر	kar
اپنے	apne
مطلوبہ	matlooba
شخص	shakhs
کی	kee
شکل	shakl
دیکھنے	dekhne
کے	ke
بعد	baad
برت	brat
روزہ	roza
کھول	khol
لیتی	leti
ہیں	hain
</s>	</s>
اسرائیل	israel
کی	kee
ریاست	riyaasat
کی	kee
تخلیق	takhleeq
سے	se
پہلے	pahle
وہ	wo
صیہونی	sehooni
عسکریت	askariyat
پسند	pasand
گروپ	group
ارگون	irgun
Irgun	irgun
کا	ka
رہنما	rahnuma
تھا	tha
</s>	</s>
جو	jo
برصغیر	barre-sagheer
میں	mein
مقبول	maqbool
رہا	raha
ہے	hai
</s>	</s>
نظم	nazam
ان	in
جدید	jadeed
ہندوستانی	hindustani
نظموں	nazmon
میں	mein
شامل	shaamil
ہے	hai
جنھیں	jinhein
سب	sab
سے	se
زیادہ	zyada
پڑھا	padha
گیا	gaya
ہے	hai
</s>	</s>
دگر	digar
مولیان	moliyaan
تا	taa
در	dar
بدخشان	badakhshaan
/	/
همینست	hameenast
ازین	azeen
پادشاهی	paadshaahi
نشان	nishaan
</s>	</s>
بین الاقوامی	bainul aqwaami
فوجداری	faujdaari
معدلہ	modala
برائے	barae
سابقہ	saabqa
یوگوسلاویہ	yugoslavia
نے	ne
30	30
افراد	afraad
کو	ko
عصمت	asmat
دری	dari
کا	ka
مجرم	mujrim
قرار	qaraar
دیا	diya
جبکہ	jabki
مارچ	march
2013ء	2013
کے	ke
مطابق	mutaabiq
30	30
اور	aur
مقدمات	muqadmaat
میں	mein
پیش	pesh
رفت	raft
جاری	jaari
ہے	hai
</s>	</s>
تجربے	tajurbe
اور	aur
حقیقت	haqeeqat
پر	par
مبنی	mabni
صوفی	sufi
نظریات	nazriyaat
تصوف	tasawwuf
کو	ko
سمجھنے	samajhne
میں	mein
معاون	muaawin
ایک	ek
مشق	mashq
</s>	</s>
پہاڑ	pahar
گنج	ganj
</s>	</s>
واشنگٹن	washington
</s>	</s>
اس	is
کے	ke
علاوہ	alaawah
اداکارہ	adaakaarah
جوڈی	judy
گارلنڈ	garland
کی	kee
مقبول	maqbool
فلم	film
وزرڈ	wizard
آف	of
آز	oz
کے	ke
مشہور	mashhoor
سرخ	surkh
جوتے	joote
اور	aur
وہ	wo
میز	mez
جو	jo
صدر	sadar
تھامس	thomas
جیفرسن	jafferson
نے	ne
قرارداد	qaraar daad
آزادی	aazaadi
تحریر	tahreer
کرتے	karte
وقت	waqt
استعمال	istemaal
کی	kee
تھی	thi
یہ	ye
سب	sab
نوادرات	nawaadraat
یہاں	yahaan
پر	par
موجود	maujood
ہیں	hain
</s>	</s>
ان	un
کے	ke
قتل	qatl
سے	se
قریش	quraish
کے	ke
حوصلے	hausle
پست	past
ہو	ho
گئے	gaye
</s>	</s>
اور	aur
کیسا	kaisa
ہی	hi
سنگ	sang
دل	dil
ہو	ho
ضبط	zabt
گریہ	garya
نہیں	nahin
کر	kar
سکتا	sakta
تھا	tha
</s>	</s>
میڈیکل	medical
یونیورسٹی	university
آف	of
لوڈز	lodz
پولینڈ	poland
کی	kee
طرف	taraf
سے	se
اعزازی	aizaazi
ڈاکٹریٹ	doctorate
کی	kee
ڈگری	degree
</s>	</s>
یحیی	yahya
بن	bin
بطریق	batreeq
جو	jo
ابن	ibn
بطریق	batreeq
کے	ke
نام	naam
سے	se
مشہور	mashhoor
ہیں	hain
</s>	</s>
قال	qaala
تعالى	taala
لقد	laqad
كفر	kufr
الذين	allazeena
قالوا	qaalu
إن الله	innallah
ثالث	saalis
ثلاثة	salaasa
بے	be
شک	shak
انہوں	unhon
نے	ne
کفر	kufr
کر	kar
دیا	diya
جنہوں	jinhon
نے	ne
کہا	kaha
کہ	ki
اللہ	allah
تین	teen
کا	ka
تیسرا	teesra
ہے	hai
القرآن	al-quran
</s>	</s>
پھر	phir
استعفا	istefa
دے	de
کر	kar
بسلسلہ	ba-silsila
ملازمت	mulaazimat
نانپارہ	nanparah
آ	aa
گئے	gaye
</s>	</s>
ان	in
میں	mein
زیادہ	zyada
تر	tar
ترکی	turkey
اور	aur
ازبکستان	uzbekistan
ہجرت	hijrat
کر	kar
گئے	gaye
تھے	the
</s>	</s>
شیطان	shaitaan
کی	kee
یہ	ye
آواز	aawaaz
صرف	sirf
مشرکین	mushrikeen
نے	ne
سنی	suni
اور	aur
مومنین	momineen
کے	ke
کانوں	kaanon
میں	mein
شیطان	shaitaan
کی	kee
آواز	aawaaz
نہیں	nahin
آئی	aayi
</s>	</s>
بدخشان	ba-dakhshaan
</s>	</s>
اس	is
گاؤں	gaon
کے	ke
لوگوں	logon
کا	ka
حکومت	hukoomate
وقت	waqt
سے	se
پرزور	pur-zor
مطالبہ	mutaaliba
ہیں	hai
کہ	ki
ہنگامی	hangaami
بنیادوں	buniyaadon
یر	par
اس	is
گاؤں	gaon
پر	par
نگاہ	nigaah
کرم	karam
کر	kar
دیں	dein
۔	.
</s>	</s>
بلکہ	balki
فنی	fanni
اسالیب	asaaleeb
اور	aur
خیالات	khayaalaat
کا	ka
بھی	bhi
</s>	</s>
اُنہوں	unhon
نے	ne
متعددا	mutaddada
کتب	kutb
تصنیف	tasneef
کرکے	kar ke
فقہ	fiqh
پر	par
احسان	ehsaan
کیا	kiya
ہے	hai
</s>	</s>
گرینویل	granville
کاؤنٹی	county
شمالی	shumali
کیرولائنا	carolina
</s>	</s>
پہلے	pahle
محرم	muharram
اور	aur
ساتویں	saatveen
محرم	muharram
کی	kee
شاہی	shahi
تقاریب	taqaareeb
کے	ke
بعد	baad
یہ	ye
سب	sab
سے	se
پرانی	purani
تقریب	taqreeb
ہے	hai
جو	jo
شروع	shuroo
کے	ke
دس	das
دنوں	dinon
میں	mein
ادا	ada
کی	kee
جاتی	jaati
ہے	hai
</s>	</s>
آسارام	asaram
​​کو	ko
پوچھ	poochh
گچھ	gachh
کے	ke
لیے	liye
31	31
اگست	august
2013ء	2013
تک	tak
کا	ka
وقت	waqt
دیتے	dete
ہوئے	huye
سمن	samman
جاری	jaari
کیا	kiya
گیا	gaya
</s>	</s>
بڑے	bade
افسوس	afsos
کی	kee
بات	baat
ہے	hai
</s>	</s>
قیصر	qaiser
حسین	hussain
رضوی	rizvi
نے	ne
دوبارہ	dobara
ذمہ	zimme
داری	daari
لی	lee
اور	aur
پھر	phir
اب	ab
یہ	ye
علم	ilm
شب	shabe
عاشور	aashoor
کے	ke
نام	naam
سے	se
منایا	manaya
جاتا	jaata
ہے	hai
</s>	</s>
ابو المنظور	abul manzoor
حکیم	hakeem
عبد الماجد	abdul majid
قادری	quadri
بدایونی	badayuni
</s>	</s>
کیوں	kyon
کہ	ki
سونے	sone
سے	se
بنے	bane
کرنسی	currency
کی	kee
وجہ	wajah
سے	se
کرنسی	currency
کی	kee
قیمت	qeemat
و	wa
قدر	qadr
اس	is
کے	ke
اندر	andar
ہوتی	hoti
ہے	hai
جب	jab
کہ	ki
کاغذ	kaaghaz
سے	se
بنی	bani
کرنسی	currency
کی	kee
قدر	qadr
اس	is
کے	ke
اندر	ander
نہیں	nahin
ہوتی	hoti
بلکہ	balki
وہ	wo
ایک	ek
کاغذ	kaaghaz
کے	ke
سوا	siwa
کچھ	kuchh
بھی	bhi
نہیں	nahin
ہے	hai
</s>	</s>
سن	san
1937سے	1937 se
1942	1942
عیسوی	iswi
تک	tak
آپ	aap
یونیئنسٹ	unionist
کابینہ	kaabeena
میں	mein
پارلیمانی	parliamanee
سیکٹری	secretary
داخلہ	daakhila
بھی	bhi
رہے	rahe
اور	aur
تقسیم	taqseeme
ہند	hind
کے	ke
بعد	baad
دو	do
بار	baar
وزیر	wazir
بھی	bhi
بنے	bane
</s>	</s>
جن	jin
کی	kee
فہرست	fehrist
درج	darj
ذیل	zail
ہے	hai
:	:
</s>	</s>
نصف النہار	nisfun nihar
درجہ	darja
134	134
مشرقی	mashriqi
گرین وچ	greenwich
مشرقی	mashriqi
نصف النہار	nisfun nihar
کا	ka
خط	khat
طول البلد	toolul balad
</s>	</s>
مارشل	marchall
انڈیانا	indiana
</s>	</s>
کرلی	kar lee
ڈی	de
موز	moz
پر	par
مبنی	mabni
پر	par
جسمانی	jismaani
استحصال	istehsaal
</s>	</s>
ڈک	dek
بل	bil
</s>	</s>
گنتی	ginti
میں	mein
اسے	ise
ایک	ek
ہزار	hazaar
چھ	chhe
سو	sau
تینتیس	tentees
یا	ya
سولہ	sola
سو	sau
تینتیس	tentees
بولا	bola
جاتا	jaata
ہے	hai
</s>	</s>
1942ء	1942
میں	mein
ہندی	hindi
کے	ke
شاعر	shayar
کان	kaan
شرن	sharan
گپت	gupt
کی	kee
شاگردی	shagirdi
اختیار	ikhteyaar
کی	kee
</s>	</s>
باہر	baahar
والی	waali
طرف	taraf
سے	se
یہ	ye
فصیل	faseel
حیرت	hairat
انگیز	angez
حد	had
تک	tak
ہموار	hamwaar
ہے	hai
</s>	</s>
برصغیر	barre-sagheer
کی	kee
یادگاروں	yaadgaaron
پر	par
فارسی	farsi
کتبے	kutbe
کتاب	kitaab
</s>	</s>
مثلأ	maslan
سال	saal
کے	ke
شروع	shuroo
میں	mein
جس	jis
چیز	cheez
کی	kee
قیمت	qeemat
سو	sau
روپیہ	rupya
تھی	thi
اور	aur
سال	saal
کے	ke
آخر	aakhir
میں	mein
اس	us
کی	kee
قیمت	qeemat
ایک	ek
سو	sau
دس	das
روپیہ	rupya
ہو	ho
گئی	gayi
</s>	</s>
یہ	ye
سب	sab
مل	mil
کر	kar
بلیک	black
ہول	hole
کے	ke
مسئلہ	masla
اثباتی	asbaati
غیر	ghair
بال	baal
کی	kee
طرح	tarah
افراطی	afraati
مسئلہ اثباتی	asbaati
غیر	ghair
بال	baal
کہلاتے	kahlaate
ہیں	hain
</s>	</s>
یہاں	yahaan
ہر	par
سال	saal
تعمیراتی	taameeraati
وجوہات	wajoohaat
سے	se
کم	kam
جبکہ	jabki
تیل	tel
اور	aur
گیس	gas
کی	kee
تلاش	talaash
کے	ke
سبب	sabab
زیادہ	zyada
درخت	darakht
کاٹے	kaate
جاتے	jaate
ہیں	hain
</s>	</s>
تحصیل	tahseel
تلہار	tilhaar
</s>	</s>
انسانی	insaani
بازارکاری	baazaarkaari
لوگوں	logon
کی	kee
تجارت	tijaarat
ہے	hai
خصوصًا	khusoosan
عورتوں	auraton
اور	aur
بچوں	bachchon
کی	kee
تجارت	tijaarat
ہے	hai
اور	aur
یہ	ye
ضروری	zaroori
نہیں	nahin
کہ	ki
اس	us
کے	ke
لیے	liye
ایک	ek
شخص	shakhs
ایک	ek
جگہ	jagah
سے	se
دوسری	doosri
چگہ	jagah
جائے	jaaye
</s>	</s>
الزیبتھ	elizabeth
بلیک	black
برنایک	barnayak
آسٹریلوی/امریکی	austrailvi/americi
حیاتیات	heyaatiyaat
دان	daan
ہیں	hain
جنھوں	jinhon
نے	ne
2009ء	2009
کا	ka
نوبل	noble
انعام	inaam
حاصل	haasil
کیا	kiya
تھا	tha
</s>	</s>
فہرست	fehrist
تسمانیا	tasmania
کے	ke
دریا	dariya
</s>	</s>
گرزین	garzeen
گلگت	gilgit
بلتستان	baltistan
میں	mein
کھوار	khwaar
