جائیر	Jair
ساتھ	saath
پور ے	poore
ہندوستان	hinudstan
کو	ko
ایک	aik
آنگن	aangan
قرار	qaraar
دیا	diya
گیا	gaya
ہے۔	hai.
</s>	</s>
سخت	sakht
سردیوں	sardiyon
کی	ki
وجہ	wajah
سے	se
کینیڈا	canada
میں	mein
کوئی	koi
بھی	bhi
زہریلے	zehreele
پتنگے	patange
یا	ya
حشرات	hashraat
نہیں	nahin
بستے۔	baste.
</s>	</s>
سامنت	Samanta
نے	ne
چند	chand
ہی	hi
برسوں	barson
میں	mein
اپنی	apni
پروڈکشن	production
کمپنی	company
بنا	bana
لی	li
اور	aur
پھر	phir
انہوں	unho
نے	ne
اس	is
کے	ke
بینر	banner
تلے	tale
بے حد	behad
کامیاب	kaamiyab
فلمیں	filmein
بنائیں۔	banayin.
</s>	</s>
اور	aur
شہر	shahar
کے	ke
سارے	saare
مناظر	manazir
اندھیرے	andhere
میں	mein
کھو	kho
گئے	gaye
ہیں۔	hain.
</s>	</s>
ہزاروں	hazaaron
تلواروں	talwaron
سے	se
قتل	qatal
کیے	kiye
گئے	gaye
اور	aur
کتنوں	kutton
کو	ko
زہر	zeher
دیا	diya
گیا۔	gaya.
</s>	</s>
حالانکہ	halanke
”انگارے“	"angaare"
میں	mein
شامل	shaamil
افسانے	afsane
پہلے	pehle
شائع	shaaya
ہوچکے	ho chuke
تھے	the
اور	aur
ان	in
افسانوں	afsanon
کے	ke
اثرات	asraat
کا	ka
اندازہ	andaza
آپ	aap
یوں	yun
لگا	laga
سکتے	sakte
ہیں	hain
کہ	ke
کوئی	koi
بھی	bhi
بامقصد	bamaqsad
زندگی	zindagi
خود	khud
کو	ko
متحرک	mutaharrik
کرنے	karne
کے	ke
لیے	liye
ان	in
تخلیقات	takhliqaat
سے	se
ضرور	zaroor
گزرنا	guzarna
چاہتی	chaahti
تھی۔	thi.
</s>	</s>
حوت	haut
</s>	</s>
2015ء	2015
میں	mein
بارک	Barack
اوباما	Obama
بھارت	bharat
آئے	aaye
تھے۔	the.
</s>	</s>
جبایکس	jabayaks
شعاع	shaa
یا	ya
گاما	gamma
شعاع	shaa
کا	ka
فوٹون	photon
کسی	kisi
الیکٹرون	electron
سے	se
ٹکراتا	takraata
ہے	hai
تو	to
اپنی	apni
کچھ	kuchh
توانائ	tawanaai
کھو	kho
دیتا	deta
ہے	hai
جبکہ	jabke
الیکٹرون	electron
اتنی	itni
ہی	hi
توانائی	tawanaai
حاصل	haasil
کر	kar
لیتا	leta
ہے۔	ha.
</s>	</s>
کچھ	kuchh
کہتے	kehte
ہیں	hain
کہ	ke
کسی	kisi
کیمیائی	keemiyai
عمل	amal
سے	se
ایسا	aisa
ہوا۔	huwa.
</s>	</s>
اسرار الحق	Israrul Haq
قاسمی	Qasmi
آل	all
انڈیا	india
مسلم	muslim
پرسنل	personal
لا	law
بورڈ	board
کے	ke
سرگرم	sargaram
رکن	rukn
رہے،	rahe,
جمعیت	jamiat
علمائے	ulema
ہند	hind
کے	ke
دیرینہ	dereena
کارکن	kaarkun
اور	aur
اس	is
کے	ke
سکریٹری	secretary
بھی	bhi
رہے۔	rahe.
</s>	</s>
طلبہ	talba
و	wa
طالبات	taalbaat
اسکول	school
کے	ke
زمانے	zamane
سے	se
لے	le
کر	kar
کالج	college
اور	aur
یونیورسٹی	university
کی	ki
سطح	satah
تک	tak
مختلف	mukhtalif
مضامین	mazameen
پڑھتے	padhte
رہتے	rahte
ہیں	hain
اور	aur
ہر	har
تعلیمی	taleemi
مرحلے	marhale
کی	ki
تکمیل	takmeel
کے	ke
بعد	baad
طلبہ	talba
امتحان	imtihaan
کے	ke
مرحلے	marhale
سے	se
گزرتے	guzarte
ہیں۔	hain.
</s>	</s>
انداز ِ نظر۔	andaz-e-nazar -
لاہور،التحریر ،1979ء،	Lahore, al tehreer, 1979
(مضامین)	(mazameen)
سنگ میل	sangmeel
پبلی کیشنز	publication's,
لاہور،	lahore
</s>	</s>
جرمنی	germany
</s>	</s>
مثلاً	maslan
گنج وادی	ganjwadi
میں	mein
روہیل	roheel
جو	jo
کنڈ	kund
اور	aur
جھیل	jheel
منچھر	manchar
کے	ke
قریب	qareeb
غازی	Ghazi
شاہ	Shah
میں	mein
کلی	kuli
ظروف	zaroof
ملے	mile
ہیں۔	hain.
</s>	</s>
یحزی	Yakhri
ایل	L
لاوی	Laavi
</s>	</s>
مرزا	Mirza
محمد	Mohammad
علی	Ali
آفندی	Afandi
بغداد	baghdad
میں	mein
1853ء/1270ھ	1853AD/1270H
میں	mein
پیدا	paida
ہوئے	huwe.
یہ	ye
بہاء اللہ	Bahaullah
کی	ki
دوسری	doosri
بیوی	biwi
مہد	Mohad
عُلیا	Alaiya
کے	ke
بطن	batan
سے	se
تھے۔	the.
</s>	</s>
یہ	ye
خورد	khoord
نامیہ	naamiya
جراثیم	jaraseem
بھی	bhi
ہو	ho
سکتا	sakta
ہے،	hain,
طفیلی	tufaili
بھی	bhi
اور	aur
کوئی	koi
وائرس	virus
بھی۔	bhi.
</s>	</s>
فاؤنڈیشن	foundation
کی	ki
باضابطہ	baazaabta
ویب سائٹ	website
</s>	</s>
اس	is
کے	ke
باوجود	bawajood
بھی	bhi
اعداد	aedaad
و	wa
شمار	shumaar
جنگلات	janglaat
کی	ki
دوبارہ	dobarah
اگائی	ugaayi
کو	ko
نہیں	nahin
ماپتے	maapte
اور	aur
اس	is
طرح	tarah
کی	ki
جنگلات	janglaat
کی	ki
تباہی	tabaahi
کل	kul
رقبے	raqbe
کا	ka
انتہائی	intehaayi
معمولی	mamooli
حصہ	hissa
ہے۔	hai.
</s>	</s>
گنتی	ginti
میں	mein
اسے	ise
آٹھ	aath
سو	sau
سڑسٹھ	sarsath
بولا	bola
جاتا	jaata
ہے۔	hai.
</s>	</s>
کبوتر	kabootar
</s>	</s>
جس	jis
میں	mein
خود	khud
حضرت	Hazrat
لوط	Lut
علیہ	Alaihi
الصلا ۃ	Salath
و	wa
السلام	As Salaam
اور	aur
ان	un
پر	per
ایمان	imaan
لانے	laane
والے	waale
لوگ	log
ہیں	hain
جن	jin
میں	mein
حضرت	Hazrat
لوط	Lut
علیہ	Alaihi
الصلاۃ	Salath
و	wa
السلام	As Salaam
کی	ki
بیوی	biwi
شامل	shaamil
نہیں،	nahin,
کیونکہ	kiyon ke
وہ	woh
مومنہ	momina
نہیں	nahin
تھی،	thi,
البتہ	albatta
لوط	Lut
علیہ	Alaihi
الصلاۃ	Salath
و	wa
السلام	As Salaam
کی	ki
دوبیٹیاں	do betiyan
ان	un
کے	ke
ساتھ	saath
جن	jin
کو	ko
نجات	nijaat
دی	di
گئی۔	gayi.
</s>	</s>
واشنگٹن	washington
ٹاؤن شپ،	township,
گرینڈ	grand
فورکس	forks
کاؤنٹی،	county,
شمالی	shumaali
ڈکوٹا	dakota
</s>	</s>
مثال	misaal
</s>	</s>
جراحی	jarraahi
کے	ke
بعد	baad
کے	ke
خطرے	khatre
کی	ki
وجہ	wajah
سے	se
یہ	ye
سفارش	sifarish
کی	ki
جاتی	jaati
ہے	hai
کہ	ke
تمام	tamaam
خواتین	khawateen
کو	ki
سرجری	surgery
کے	ke
وقت	waqt
اینٹی بایوٹک	antibiotic
جیسے	jaise
ایمپيسلين	ampesileen
سپلیمنٹس	suppliments
کی	ki
انسدادی	insedadi
خوراک	khuraak
حاصل	haasil
کریں۔	karein.
</s>	</s>
[آفتاب	(Aftab
الدین	Hussain
قریشی]	Quraishi)
</s>	</s>
کرسمس	Chrismas
</s>	</s>
یہ	ye
لاوی	laavi
شیطانیت	shaitaniyat
کا	ka
مرکزی	markazi
مذہبی	mazhabi
متن	matan
ہے	hai
اور	aur
اسے	ise
اس	is
کے	ke
فلسفے	falsafe
اور	aur
عقیدے	aqeede
کی	ki
بنیاد	buniyaad
سمجھا	samjha
جاتا	jaata
ہے۔	hai.
</s>	</s>
ابن	Ibn
مفرج	Mufarrij
الاندلسی	Al Andalusi
سے	se
روایت	rawayat
کیااسے	kiya, ise
جدید	jadeed
دور	daur
حبيب الرحمن	Habeeb-ul-Rahman
الاعظمی	Al Azmi
نے	ne
تحقیق	tahqeeq
کے	ke
بعد	baad
شائع	shaaya
کیا	kiya
</s>	</s>
اگرچہ	agarcha
یورینس	uranus
کی	ki
نسبت	nisbat
نیپچون	neptune
سورج	suraj
سے	se
ڈیڑھ	dedh
گنا	guna
زیادہ	zyada
دور	door
ہے	hai
اور	aur
یورینس	uranus
کی	ki
نسبت	nisbat
محض	mahaz
40	40
فیصد	feesad
حرارت	hararat
وصول	vasool
کرتا	karta
ہے،	hai,
پھر	phir
بھی	bhi
دونوں	donon
کی	ki
سطح	satah
کے	ke
درجہ حرارت	darja-e-hararat
تقریباً	taqriban
برابر	barabar
ہیں۔	hain.
</s>	</s>
جب	jab
مینا	Meena
شاہ	Shah
بیڈمنٹن کورٹ	badminton
پر	per
پریکٹس	practice
کرتی	karti
تھی	thi
تب	tab
اس	is
گیم	game
میں	mein
لڑکیاں	ladkiyan
پلیئر	player
کی	ki
تعداد	tadaad
گنی	gini
چنی	chuni
تھی،	thi,
حال	haal
یہ	ye
تھا	tha
کہ	ke
انہیں	inhe
بوائز	boys
کے	ke
ساتھ	saath
پریکٹس	practice
کرنی	karni
پڑی۔	padi.
</s>	</s>
بیونس	buenos
آئرس	aires
کے	ke
مقام	muqaam
پر	per
ان	in
کی	ki
پہلی	pehli
مستقل	mustaqil
آبادی	aabaadi
1536	1536
کو	ko
قائم	qayam
ہوئی۔	hui.
</s>	</s>
سکاٹش النسل	scottish-ul-nasal
افراد	afraad
سکاٹ لینڈ	scotland
کی	ki
کل	kul
آبادی	aabaadi
کی	ki
نسبت	nisbat
دیگر	deegar
ممالک	mamaalik
میں	mein
زیادہ	zyada
آباد	aabaad
ہیں۔	hain.
</s>	</s>
28	28
ستمبر:	september :
ڈیرہ دون	dehradoon
میں	mein
فسادات	fasadaat
پھوٹ	phoot
پڑے۔	pade.
</s>	</s>
ایک	aik
تختہ	takhta
میں	mein
کچھ	kuchh
حروف	haroof
موجود	maujood
ہیں	hain
جو	jo
دوسرے	doosre
میں	mein
نہیں،	nahin,
جس	jis
کی	ki
وجہ	wajah
سے	se
انٹرنیٹ	internet
پر	per
جو	jo
اردو	urdu
مواد	mawaad
جمع	jamaa
ہو	ho
رہا	raha
ہے	hai
اس	is
میں	mein
ایک	aik
ہی	hi
لفظ	lafz
مختلف	mukhtalif
یکرمزی	yakarmzi
حروف	haroof
سے	se
لکھا	likha
نظر	nazar
آتا	aata
ہے۔	hai.
</s>	</s>
وہ	woh
یہ	ye
تھا	tha
’’دل	"dil
کے	ke
افسانے	afsane
نگاہوں	nigahon
کی	ki
زباں	zabaan
تک	tak
پہنچے‘‘۔	pahunche".
</s>	</s>
لیکن	lekin
وہ	woh
ایک	aik
سچے	sachche
کانگرسی	congressi
ہیں	hain
اور	aur
جس	jis
را ہ	raah
کا	ka
انھوں	unho
نے	ne
انتخاب	intekhaab
کیا	kiya
ہے	hai
اُس	us
پر	per
ڈٹے	datey
ہوئے	huwe
ہیں۔	hain.
</s>	</s>
قرہ	qurrah
قویونلو	qawivanalo
ترکمان	trukmaan
نسل	nasal
کا	ka
ایک	aik
قبیلہ	qabila
تھا	tha
جس	jis
نے	ne
موجودہ	maujooda
مشرقی	mashraqi
اناطولیہ،	anatolia,
آرمینیا،	armenia,
ایرانی	irani
آذربائیجان	azerbaijan
اور	aur
شمالی	shumaali
عراق	iraq
پر	per
1375ء	1375
سے	se
1468ء	1468
تک	tak
حکومت	hukumat
کی۔	ki.
</s>	</s>
فہرست	fehrist
متعلقہ	mutaliqa
مضامین	mazameen
صومالیہ	somalia
درج	darj
ذیل	zail
ہے	hai.
</s>	</s>
دوسری	doosri
طرف	taraf
ؑلامہ	Lama
محمد	Mohammad
حسین	Hussain
زیدی	Zaidi
برستی	Barasti
نے	ne
شیعوں	shiyon
کے	ke
عقائد	aqaayed
میں	mein
غلو	ghulu
کے	ke
حامل	haamil
عناصر	anasir
کے	ke
رد	radd
میں	mein
چالیس	chaalis
کے	ke
قریب	qareeb
کتابیں	kitaabein
لکھیں۔	likhin.
</s>	</s>
ترقی	taraqqi
یافتہ	yaafta
ممالک	mamaalik
میں	mein
بچے	bachche
کم	kam
اور	aur
بوڑھے	boodhe
افراد	afraad
زیادہ	zyada
ہوتے	hote
ہیں۔	hain.
</s>	</s>
نظامِ شمسی	nazaam-e-shamsi
کے	ke
ارتقا	irteqaa
کے	ke
دوران	dauraan
نیپچون	neptune
کی	ki
کشش	koshish
کی	ki
وجہ	wajah
سے	se
کوئیپر	cuper
کی	ki
پٹی	patti
میں	mein
کئی	kayi
جگہ	jagah
خلاء	khalaa
پیدا	paida
ہوئے	huwe
ہیں۔	hain.
</s>	</s>
لون	lone
راک	rock
ٹاؤن شپ،	township,
موڈی	moody
کاؤنٹی،	county,
جنوبی	junoobi
ڈکوٹا	dakota
</s>	</s>
ادال	adaal
ضلع	zila
</s>	</s>
اُردو	urdu
غزل	ghazal
کے	ke
اظہار	izhaar
کے	ke
موضوعات	mauzuaat
کا	ka
تعین	taiyyan
کیا۔	kiya.
</s>	</s>
ویٹفیلڈ،	westfield,
نیو	new
یارک	york
</s>	</s>
اجازت	ijaazat
نامہ:	naama:
سی	C
سی	C
زیرو	Zero
</s>	</s>
ریاستہائے	riyasathaaye
متحدہ	muttahda
امریکا	america
نے	ne
1873ء	1873
میں	mein
قانون	qanoon
بنایا	banaya
تھا	tha
کہ	ke
کاغذی	kaghzi
نوٹ	note
کے	ke
بدلے	badle
مقررہ	muqarrarah
مقدار	miqdaar
میں	mein
سونا	sona
دیا	diya
جائے	jaaye
گا	ga
جس	jis
پر	per
لوگوں	logon
نے	ne
سونے	sone
کے	ke
سکوں	sikkon
کی	ki
بجائے	bajaaye
کاغذی	kaghzi
کرنسی	currency
استعمال	istemaal
کرنا	karna
شروع	shuroo
کر	kar
دی۔	di.
</s>	</s>
محمد	Mohammad
اول	Awwal
</s>	</s>
انسانی	insani
فلو	flue
اور	aur
برڈ	bird
فلو	flue
میں	mein
خاصا	khaasa
فرق	faraq
ہے۔	hai.
</s>	</s>
سویڈش	swidish
ڈیفنس	defence
یونیورسٹی	university
کے	ke
ایک	aik
محقق	mohaqqiq
نے	ne
اسے	ise
دہشت	dahshat
گرد	gird
تنظیم	tanzeem
کہا	kaha
تھا۔	tha.
</s>	</s>
اور	aur
سید	Syed
محسن	Mohsin
رضا	Raza
کاظمی	Kazmi
الحمیدی	Al Hameedi
پاکستان	pakistan mein
زیادہ	zyada
معروف	maroof
ہیں	hain
</s>	</s>
یعنی	yaani
رشوت	rishwat
لینا،	lena,
اپنے	apne
اختیارات	ikhtiyaraat
کا	ka
نا جائز	naajayaz
فائدہ	faayeda
اٹھاکر	utha kar
کسی	kisi
دوسرے	doosre
کا	ka
وہ	woh
کام	kaam
کرنا	karna
جس	jis
کا	ka
وہ	woh
اہل	ahal
نہیں	nahin
ہے۔	hai.
</s>	</s>
کچھ	kuchh
عددی	adadi
نظاموں	nazaamon
میں	mein
1265	1265
سے	se
بڑا	bada
یا	ya
زیادہ	zyada
اور	aur
1267	1267
سے	se
چھوٹا	chhota
یا	ya
کم	kam
ہوتا	hota
ہے۔	hai.
</s>	</s>
اس	is
نے	ne
کائنات	kayenaat
کو	ko
بہت	bahut
ہی	hi
سادہ	saada
حالت	haalat
میں	mein
ڈھال	dhaal
دیا	diya
ہے	hai
جہاں	jahan
اس	is
پر	per
مکمل	mukammal
طور	taur
پر	per
انفلیٹون	influeton
میدان،	maidan,
کائناتی	kayenaati
مستقل	mustaqil
کے	ke
منبع	munabba
کا	ka
غلبہ	ghalba
تھا	tha
اور	aur
صرف	sirf
وہ	woh
اہم	aham
نا	na
جنسیت	jinsiyat
انفلیٹون	influeton
میں	mein
ہونے	hone
والے	waale
ننھے	nanhe
کوانٹم	quantum
کے	ke
اتار	utaar
چڑھاؤ	chdhaao
تھے۔	the.
</s>	</s>
دنیا	duniya
میں	mein
سب	sab
سے	se
پہلے	pehle
ترکی	turkey
میں	mein
سونے	sone
کا	ka
سکہ	sikka
بطور	bataur
کرنسی	currency
استعمال	istemaal
ہوا۔	huwa.
</s>	</s>
جبل الطارق	Jabal-Al-Taariq
کے	ke
لیے	liye
آپ	aap
مندرجہ	mundarja
ذیل	zail
سے	se
بھی	bhi
رجوع	rujoo
کر	kar
سکتے	sakte
ہیں:	hain.
</s>	</s>
ان	in
شیدیوں	sheediyon
کا	ka
کہنا	kehna
ہے	hai
کہ	ke
جب	jab
عرب	arab
سپہ	sipah
سالار	salaar
محمد	Mohmmad
بن	Bin
قاسم	Qasim
نے	ne
سندھ	sindh
پر	per
حملہ	hamla
کیا	kiya
تو	to
ان	in
کی	ki
فوج	fauj
میں	mein
شیدی	sheedi
سپاہی	sipahi
بھی	bhi
موجود	maujood
تھے،	the,
مگر	magar
تاریخ	tareekh
نویسوں	naweson
کا	ka
کہنا	kehna
ہے	hai
کہ	ke
اس	is
خطے	khitte
میں	mein
سیاہ	siyaah
فام	faam
غلاموں	ghulamon
کی	ki
تجارت	tijarat
ہوتی	hoti
تھی،	thi,
جنہیں	jinhe
مسقط	mascat
سے	se
کراچی	karachi
اور	aur
بھارت	bharat
کی	ki
بندرگاہوں	bandar gaahon
پر	per
لایا	laaya
جاتا	jaata
تھا۔	tha.
</s>	</s>
نوبل	noble
انعام	inaam
برائے	baraye
کیمیا	chemiya
</s>	</s>
مختبر	mukhtasar
خدمات	khidmaat
</s>	</s>
اس	is
لیے	liye
کسی	kisi
بھی	bhi
سلسلہ	silsila
جس	jis
کی	ki
انفرادی	infraadi
اصطلاحات	istelahaat
صفر	sifar
کی	ki
طرف	taraf
نہ	na
گامزن	gaamzan
ہوں،	hon,
انفرج	infarj
کرے	kare
گا۔	ga.
</s>	</s>
مُکّے بازی	mukkebazi
یا	ya
مُکّا بازی	mukkabazi
یا	ya
باکسنگ (boxing)،	boxing
دراصل	darasal
ایک	aik
مبارزی	mubbarzi
کھیل	khel
ہے	hai
جس	jis
میں،	mein
عموماً	amuman
مماثل	mamasil
وزن	wazan
کے	ke
دو	do
حریف،	hareef,
گھونسوں	ghoonson
سے	se
ایک	aik
دوسرے	doosre
کا	ka
مقابلہ	muqabla
کرتے	karte
ہیں۔	hain.
</s>	</s>
کوئی	koi
بھی	bhi
بڑی	badi
پلیٹ	plate
کسی	kisi
بھی	bhi
اس	is
سے	se
چھوٹے	chhote
سائز	size
کی	ki
پلیٹ	plate
پر	per
نہیں	nahi
رکھی	rakhi
جا	jaa
سکتی۔	sakti.
</s>	</s>
تعلیم	taleem
کے	ke
پورے	poore
زمانہ	zamana
میں	mein
حضرت	Hazrat
مولانا	Maulana
یوسف	Yusuf
صاحب	Sahab
آپ	aap
کے	ke
ہم	hum
درس	daras
رہے۔	rahe.
</s>	</s>
زمینی	zameeni
و	wa
سمندری	samundari
دونوں	donon
راستوں	raaston
سے	se
گزرنے	guzarne
کے	ke
بعد	baad
مسیحیوں	maseehiyon
نے	ne
15جولائی	15 july
1099ء	1099
میں	mein
القدس	al aqdas
پر	per
قبضہ	qabza
کر	kar
لیا	liya
اور	aur
مسلمانوں	musalmanon
کا	ka
بے	be
دریغ	dareegh
خون	khoon
بہایا۔	bahaya.
</s>	</s>
1941ء	1941
–	-
دوسری	doosri
جنگ	jung
عظیم:	azeem :
نازی	nazi
جرمنی	germany
اور	aur
اطالیہ	ataalia
نے	ne
ریاست ہائے	riyasathaye
متحدہ	muttahda
(امریکا)	(america)
کے	ke
خلاف	khilaaf
اعلان	elaan
جنگ	jung
کر	kar
دیا،	diya,
اس	is
اعلان	elaan
کے	ke
بعد	baad
سلطنت	sultanat
جاپان	japan
نے	ne
پرل	pearl
ہاربر	harbor
پر	per
حملہ	hamla
کر	kar
دیا۔	diya.
</s>	</s>
یونین	union
کاؤنٹی،	county,
شمالی	shumaali
کیرولائنا	carolina
</s>	</s>
یہاں	yahan
پر	per
آپ	aap
نے	ne
اپنے	apne
پہلے	pehle
معجزے	moajze
سے	se
اپنی	apni
قدرت	qudrat
اور	aur
اختیار	ikhtiyaar
کا	ka
مظاہرہ	muzahira
کیا۔	kiya.
</s>	</s>
غزوہ بدر	ghazwa-e-badar
میں	mein
جب	jab
مسلمان	musalman
کافروں	kaafiron
کو	ko
گرفتار	giraftaar
کر	kar
رہے	rahe the
اور	aur
مال	maal
غنیمت	ghanimat
اکٹھا	ikattha
کر	kar
رہے	rahe
تھے	the
اس	us
وقت	waqt
عبد الرحمن	Abdul Rahman
بن	Bin
عوف	Auf
چند	chand
ز رہیں	zarhein
سنبھالے	sambhaale
جا	jaa
رہے	rahe
تھے۔	the.
</s>	</s>
1929ء	1929
میں	mein
انگلینڈ	england
میں	mein
بھی	bhi
ایسے	aise
طلبہ	talba
کو	ko
جمع	jamaa
کیا	kiya
جن	jin
کا	ka
رجحان	rujhaan
ہندوستانی	hindustani
کمیونزم	comunism
کی	ki
طرف	taraf
تھا۔	tha.
</s>	</s>
5	5
ایکڑ	aikad
زمین	zameen
پر	per
1	1
بھنگرو	bhangru
لگانے	lagane
سے	se
کسان	kisan
دونوں	donon
موسموں	mausamon
میں	mein
فصل	fasal
کاشت	kaasht
کر	kar
سکتے	sakte
ہیں۔	hain.
</s>	</s>
سائٹ	site
ٹاؤن	town
</s>	</s>
اگست	august
1947ء	1947
میں	mein
مشرقی	mashraqi
بنگال	bengal
کی	ki
کابینہ	kaabina
میں	mein
وزیر	wazir
محنت،	mehnat,
صنعت	sanat
اور	aur
تجارت	tijarat
بنے۔	bane.
</s>	</s>
شیخ	Sheikh
محمد	Mohammad
شفیع	Shafi
کے	ke
ایک	aik
بیٹے	bete
قاضی	Qazi
بدیع الزمان	Badi-uz-Zaman
تھے	the
جو	jo
بڑے	bade
بلند	buland
مرتبہ	martaba
صاحب علم	sahab-e-ilm
تھے	the.
</s>	</s>
جرنیل	Jarnail
سنگھ	Singh
کا	ka
64	64
سال	saal
کی	ki
عمر	umar
میں	mein
دمے	damme
کے	ke
سبب	sabab
13	13
اکتوبر	october
2000ء	2000
میں	mein
وینکوور،	vancouver,
کینیڈا	canada
میں	mein
انتقال	inteqal
ہو	ho
گیا۔	gaya.
</s>	</s>
جہاں	jahan
جہاں	jahan
یہ	ye
ظاہر	zaahir
ہوں	hon
وہاں	wahan
مٹی	mitti
کے	ke
تیل	tel
میں	mein
نیلا	neela
تھوتھا	thotha
ڈال	daal
کر	kar
پمپ	pump
کر	kar
دینا	dena
چاہیے۔	chaahiye.
</s>	</s>
اس	is
لڑکی	ladki
ویرا	Veera
کے	ke
سامنے	saamne
قاتل	qaatil
اپنے	apne
آپ	aap
کو	ko
ظاہر	zaahir
کردیتا	kar deta
ہے۔	hai.
</s>	</s>
1899ء	1899
میں	mein
قائم	qayam
ہونے	hone
والا	waala
یہ	ye
شہر	shahar
1907ء	1907
میں	mein
ممباسا	mombasa
کی	ki
جگہ	jagah
ملک	mulk
کا	ka
دارالحکومت	darul hukumat
بنا۔	bana.
</s>	</s>
یہی	yahi
نہیں	nahin
بلکہ	balke
حضرت	Hazrat
ام	Umme
ھانی	Haani
اور	aur
حضرت	Hazrat
زبیر	Zubair
بن	Bin
العوام	Al Awam
کی	ki
روایت	rawayat
ہے	hai
کہ	ke
رسول	Rasool
اللہ	Allah
صلی اللہ علیہ و	Sallallahu
آلہ	Alaihi
وسلم	Wasallam
نے	ne
فرمایا	farmaya :
قریش	quraish
نے	ne
10	10
سال	saal
(اور	(aur
بروایت	barawayat
بعض	baaz
سات	saat
سال)	saal)
تک	tak
اللہ	allah
وحدہ	wahdahu
لاشریک	laashareek
کے	ke
سوا	siwa
کسی	kisi
کی	ki
عبادت	ibaadat
نہ	na
کی۔	ki.
</s>	</s>
ماں	maan
باپ	baap
نے	ne
نام	naam
محمد	Mohammad
اقبال	Iaqbal
رکھا۔	rakha.
</s>	</s>
نیز	neez
محمد	Mohammad
عبد القادر	Abdul Qaadir
جیلانی	Jeelani
نے	ne
بھی	bhi
ایک	aik
کتاب	kitaab
لکھی	likhi
ہے	hai
جس	jis
کا	ka
نام	naam
"نورانی	"noorani
قاعدہ	qaaida
کیسے	kaise
پڑھیں	padhen
اور	aur
پڑھائیں"	padhayen"
ہے،	hai,
یہ	ye
کتاب	kitaab
مکتبہ	maktaba
صدیقیہ	siddiqia,
رائے	rai
ونڈ	wind,
لاہور	lahore
سے	se
شائع	shaaya
ہوئی	hoti
ہے	hai.
</s>	</s>
مہاراجا	maharaja
نے	ne
اسے	ise
بہت	bahut
سی	si
جاگیریں	jageerein
دیں	deen
جن	jin
کی	ki
قیمت	qeemat
لگ	lag
بھگ	bhag
پانچ	paanch
لاکھ	lac
تھی۔	thi.
</s>	</s>
اس	is
سلسلے	silsile
میں	mein
درخت	darakht
کاٹنے	kaatne
جیسے	jaise
نقصانات	nuqsanaat
بھی	bhi
کر	kar
سکتی	sakte
ہیں۔	hain.
</s>	</s>
ان	un
کرداروں	kirdaaron
میں	mein
ایسے	aise
کردار	kirdaar
بھی	bhi
ہیں،	hain,
جو	jo
شروع	shuroo
سے	se
لے	le
کر	kar
آخر	aakhir
تک	tak
قدم	qadam
قدم	qadam
پر	per
ایک	aik
دوسرے	doosre
کا	ka
ساتھ	saath
دیتے	dete
ہوئے	huwe
نہ	na
صرف	sirf
ایک	aik
دوسرے	doosre
کے	ke
قدموں،	qadmon,
بلکہ	balke
اپنے	apne
قدموں	qadmon
کی	ki
آہٹیں	aahatein
بھی	bhi
سنتے	sunte
چلے	chale
جاتے	jaate
ہیں	hain
لیکن	lekin
آہٹوں	aahaton
کی	ki
اس	is
معیت	maiyat
میں	mein
بھی	bhi
ہر	har
کردار	kirdaar
اپنی	apni
جگہ	jagah
تنہا	tanha
اور	aur
بے	be
یار	yaar
و	wa
مدگار	madadgaar
دکھائی	dikhayi
دیتا	deta
