కృష్ణాష్టమి	krishnashtami
అసలైన	asalaina
వస్తువులు	vastuvulu
అధ్యయనం	adhyayanam
చెయ్యబడవు	cheyyabadavu
</s>	</s>
ఒక	oka
సందర్భంగా	sandarbhangaa
దేశ్	des
ముఖ్	mukh
కాంగ్రెస్	congress
చే	che
నామినేట్‌చేయబడిన	naaminetcheyabadina
గుప్తాకు	guptaaku
యిష్టమైన	yishtamaina
వ్యక్తికి	vyaktiki
రాజ్యసభలో	raajyasabhalo
ఓడించడానికి	odinchadaaniki
వ్యూహానికి	vyoohaaniki
పథకం	pathakam
వేసాడు	vesaadu
</s>	</s>
ఐక్యరాజ్యసమితి	aikyaraajyasamiti
మధ్యవర్తిత్వం	madhyavartitvam
మేరకు	meraku
సోవియట్	soviet
లోని	loni
టాష్కెంట్లో	taashkemtlo
ఒప్పందం	oppandam
పై	pai
సంతకం	santakam
చేసి	chesi
అక్కడే	akkade
మృతిచెందాడు	mrtichemdaadu
</s>	</s>
ఈ	ee
పాకెట్	pocket
సైజు	sizeu
పుస్తకం	pustakam
లో	lo
అనేక	aneka
తెలుగు	telugu
పదాలకు	padaalaku
మూలాలు	moolaalu
వెతికారాయన	vetikaaraayana
</s>	</s>
తెలుగునాట	telugunaata
యాత్రా	yaatraa
సాహిత్యం	saahityam
కొంత	konta
తక్కువగానే	takkuvagaane
వచ్చిందని	vachchimdani
చెప్పుకోవాలి	cheppukovaali
</s>	</s>
అప్పటికే	appatike
తమిళ	tamila
సినీరంగంలో	sineerangamlo
ఒక	oka
రాజేశ్వరి	rajeswari
గాయినిగా	gaayinigaa
చలామణీలో	chalaamaneelo
ఉన్నందుకు	unnanduku
తమిళ	tamila
చిత్ర	chitra
నిర్మాత	nirmaata
ఎ	a
</s>	</s>
హోమర్	homer
గురించి	gurinchi
ప్రాచీన	praacheena
లెక్కలు	lekkalu
</s>	</s>
బెన్నవరం	bennavaram
పేరుతో	peruto
చాలా	chaalaa
వ్యాసాలు	vyaasaalu
ఉన్నాయి	vunnaayi
ఆ	aa
వ్యాసాల	vyaasaala
జాబితా	jaabitaa
</s>	</s>
పియరీ	piyaree
బౌడోయిన్	baudoyin
కళాశాలలో	kalaasaalalo
విద్యను	vidyanu
అభ్యసించాడు	abhyasinchaadu
</s>	</s>
దాంతో	daamto
ఓడ	oda
చోదకశక్తిని	chodakasaktini
కోల్పోయి	kolpoyi
అంతా	antaa
పొగతో	pogato
నిండిపోయింది	nimdipoyindi
</s>	</s>
అప్లికేషన్	application
లేయర్	layer
అనే	ane
పదం	padam
కంప్యూటర్	computer
నెట్‌వర్క్‌ల	networkla
యొక్క	yokka
నిర్మాణ-నమూనాలలో	nirmaana-namoonaalalo
ప్రోటోకాల్స్	protocols
మరియు	mariyu
పద్ధతులను	paddhatulanu
వర్గీకరించడం	vargeekarinchadam
కోసం	kosam
వాడతారు	vaadataaru
</s>	</s>
సప్త	sapta
చిరంజీవులు	chiranjeevulu
</s>	</s>
హత్రాస్	hatraas
ఫోర్ట్	fort
</s>	</s>
దాంతో	daamto
జనరల్	general
లేకు	leku
కపటస్నేహమే	kapatasnehame
కాక	kaaka
యశ్వంతరావు	yasvantarao
హోల్కర్	holkar
బ్రిటిష్	british
వారి	vaari
పై	pai
కుట్రచేయుచుండెనన్న	kutracheyuchundenanna
పత్రములు	patramulu
తన	tana
చేజిక్కినవని	chegikkinavani
యుధ్ధ	yudhdha
కారణములు	kaaranamulu
కల్పించుటకు	kalpimchutaku
కల్పిత	kalpita
నేరారోపణలు	neraaropanalu
చేశాడు	chesaadu
</s>	</s>
చోక్‌స్లామ్	chokslaam
</s>	</s>
అక్కడ	akkada
అతను	atanu
తూర్పు	toorpu
ఉత్తరప్రదేశ్	uttarapradesh
లో	lo
ఆర్	aar
</s>	</s>
దుగ్గిరాల	duggiraala
కవులు	kavulu
</s>	</s>
రామ	raama
రామ	raama
రామ	raama
ఉయ్యాలో	vuyyaalo
|	|
రామనే	raamane
శ్రీరామ	sreeraama
గుళ్ళు	gullu
ఉయ్యాలో	vuyyaalo
</s>	</s>
ముందుంచబడిన	mumdunchabadina
ఒక	oka
పనిపై	panipai
నేను	nenu
కాకసస్	kaakasas
పర్వతాలపైకి	parvataalapaiki
కూడా	koodaa
వెళ్ళాను	vellaanu
అక్కడ	akkada
అంకాలు	ankaalu
నివశించడం	nivasinchadam
మాత్రమే	maatrame
చూశాను	choosaanu
</s>	</s>
ఆమె	aame
ఐదుగురు	aiduguru
సోదరసోదరీమణులతో	sodarasodareemanulato
సహా	sahaa
ఫీనిక్స్	pheonix
ఆరిజోనాలో	arizonalo
పెరిగింది	perigindi
సెథ్	seth
ఎమిలీ	emilee
జేకబ్	jacob
పాల్	paal
మరియు	mariyu
హైడీ	haidy
</s>	</s>
2001	2001
లో	lo
ముఖ్యమైన	mukhyamaina
ఔషధములలో	aushadhamulalo
వాడబడిన	vaadabadina
122	122
మిశ్రమ	misrama
ధాతువులు	dhaatuvulu
ఎథ్నోమెడికల్	ethnomedical
మొక్కల	mokkala
నుంచి	nunchi
తీసుకోబడ్డాయి	teesukobaddaayi
అని	ani
పరిశోధకులు	parisodhakulu
కనిపెట్టారు	kanipettaaru
వీటిలో	veetilo
80	80
వరకు	varaku
మిశ్రమ	misrama
ధాతువులు	dhaatuvulu
సంప్రదాయ	sampradaaya
ఎథ్నో	ethno
మెడికల్	medikal
వాడుక	vaaduka
లానే	laane
వాడారు	vaadaaru
లేదా	ledaa
దానికి	daaniki
సంబంధము	sambandhamu
కలిగినట్లుగా	kaliginatlugaa
వాడారు.[2	vaadaaru.[2
</s>	</s>
ఆమె	aame
మంజు	manju
శాస్త్రిని	shastrini
వివాహమాడాడు	vivaahamaadaadu
</s>	</s>
భారత్	bhaarat
బంగ్లాదేశ్	bangladesh
సహా	sahaa
అనేక	aneka
దేశాల్లో	desaallo
బాల	baala
కార్మికులను	kaarmikulanu
విస్తృతంగా	vistrtangaa
ఉపయోగించుకుంటున్నారు	vupayoginchukuntunnaaru
</s>	</s>
కుమారులు	kumaarulu
జగీష్	jageesh
గణేష్	ganesh
లు	lu
హోమియోపతీ	homeopathy
లో	lo
వైద్య	vaidya
వృత్తి	vrutti
చేపట్టారు	chepattaaru
</s>	</s>
INSEAD	insead
లో	lo
రూపొందించిన	roopondinchina
వ్యాపార	vyaapaara
పద్ధతులు	paddhatulu
చాలా	chaalaa
అవార్డులను	avaardulanu
పొందాయి	pondaayi
వీటిని	veetini
కేసు	kesu
క్లియరింగ్	clearing
హౌస్	haus
లలో	lalo
ఉపయోగించుకొనుటకు	vupayoginchukonutaku
వీలుగా	veelugaa
ఉన్నాయి	vunnaayi
ఇంకా	inkaa
వీటిని	veetini
అనేక	aneka
ఇతర	itara
బిజినెస్	business
స్కూల్	school
లలో	lalo
కూడా	koodaa
ఉపయోగించుకుంటున్నారు	vupayoginchukuntunnaaru
</s>	</s>
కొవెలముడి	kovelamudi
ప్రకాష్	prakash
ఈ	ee
చిత్రానికి	chitraaniki
దర్శకుడు	darsakudu
</s>	</s>
శాస్త్రిగారు	saastrigaaru
తమ	tama
తండ్రిగారుయదగు	tandrigaaruyadagu
ముఖలింగేశశాస్త్రి	mukhalingesashastri
గారి	gaari
వద్ద	vadda
సంస్కృత	samskruta
కావ్యములను	kaavyamulanu
అభ్యసించిరి	abhyasinchiri
</s>	</s>
రాజు	raju
వెంట	venta
వచ్చిన	vachchina
సుందరీ	sundaree
మణులు	manulu
వనంలో	vanamlo
ఉయ్యాల	vuyyaala
లూగుతూ	loogutoo
ఏల	ela
పాటలతోనూ	paatalatonoo
జాజర	jaajara
పాటల	paatala
తోనూ	tonoo
కాలక్షేపం	kaalakshepam
చేసేవారు	chesevaaru
</s>	</s>
శ్రీరాముడు	sreeramudu
శివధనుర్భంగము	sivadhanurbhangamu
గావించి	gaavinchi
సీతను	seetanu
వివాహమాడునపుడు	vivaahamaadunapudu
దశరథుని	dasarathuni
వైపు	vaipu
వశిష్ఠుడు	vasishthudu
జనకుని	ganakuni
వైపు	vaipu
శతానందుడు	sataanandudu
గోత్రప్రవరాదులు	gotrapravaraadulu
చెప్పి	cheppi
సీతారామ	seetaaraama
కల్యాణమును	kalyaanamunu
జరిపించిరి	jaripinchiri
</s>	</s>
సింగూరులో	singoorulo
టాటా	tata
కంపెనీని	companyni
గుజరాత్కి	gujaratki
తరిమేసి	tarimesi
అక్కడి	akkadi
బలవంతపు	balavantapu
భూసేకరణను	bhoosekarananu
ఆపివేయించి	aapiveyinchi
రైతు	raitu
బంధుగా	bandhugaa
రైతుల	raitula
అభిమానాన్ని	abhimaanaanni
పొందింది	pondindi
</s>	</s>
ఇది	idi
భారతదేశం	bhaaratadesam
లోని	loni
ఆగ్రా	agra
జైపూర్	jaipur
జోధ్పూర్	jodhpur
ఉదయపూర్	udayapur
అజ్మీర్	ajmeer
వంటి	vanti
పర్యాటక	paryaataka
ప్రాంతాలను	praantaalanu
కలుపుతుంది	kaluputundi
</s>	</s>
ఆటల	aatala
పోటిలో	potilo
విజేతలుగా	vijetalugaa
నిలిచిన	nilichina
జట్లలో	gatlalo
ఆస్ట్రేలియా	australia
అత్యంత	atyanta
విజయవంతమైన	vijayavantamaina
జట్టుగా	gattugaa
గుర్తింపు	gurtimpu
పొందింది	pondindi
ఈ	ee
జట్టు	jattu
ఆరుసార్లు	aarusaarlu
ఈ	ee
టోర్నీ	tornee
టైటిళ్లను	taitillanu
గెలుచుకుంది	geluchukundi
</s>	</s>
లోహార	lohaara
</s>	</s>
సమాజములోని	samaajamuloni
సమస్యలు	samasyalu
మరియు	mariyu
వ్యవహారముల	vyavahaaramula
నిర్వహణ	nirvahana
కొరకు	koraku
సంస్థల	samsthala
వనరులను	vanarulanu
వాడుకోవడం	vaadukovadam
మరియు	mariyu
రాజకీయ	raajakeeya
అధికారము	adhikaaramu
యొక్క	yokka
అభ్యాసము	abhyaasamu
చేయడం	cheyadam
వంటివి	vantivi
ఉంటాయి	vuntaayi
.	.
</s>	</s>
వ్యవస్థాగత	vyavasthaagata
సమస్యల	samasyala
వల్ల	valla
1993లో	1993lo
వరంగల్‌వాణి	warangalvaani
దినపత్రికను	dinapatrikanu
అమ్మేశాడు	ammesaadu
</s>	</s>
కెనాల్	canal
తెలుగుగంగ	teluguganga
కింద	kimda
చాలా	chaalaa
ప్రాంతం	praantam
సాగుబడికి	saagubadiki
వస్తుంది	vastundi
</s>	</s>
ఈ	ee
వంశస్థులు	vamsasthulu
కళ్యాణీపురవరాధీశ్వర	kalyaaneepuravaraadheesvara
అనే	ane
బిరుదు	birudu
ధరించడము	dharinchadamu
వలన	valana
కర్ణాటకలోని	karnatakaloni
కళ్యాణీ	kalyaanee
నగరము	nagaramu
వీరి	veeri
జన్మస్థలమని	janmasthalamani
చరిత్రకారుల	charitrakaarula
అభిప్రాయము	abhipraayamu
</s>	</s>
ఇస్లామీయ	islaameeya
రీతి	reeti
నచ్చని	nachchani
మక్కావాసులు	makkaavaasulu
మదీనా	madeenaa
వాసులపై	vaasulapai
అనేక	aneka
యుద్ధాలు	yuddhaalu
చేశారు	chesaaru
</s>	</s>
దళితుల	dalitula
అణిచివేతకు	anichivetaku
సంబంధించి	sambandhinchi
భారతదేశంలో	bhaaratadesamlo
తమిళనాడులో	tamilnadulo
కూడా	koodaa
ఇది	idi
ఉందన్నారు	undannaaru
</s>	</s>
పురుష	purusha
ప్రయత్నము	prayatnamu
</s>	</s>
పిన్నీసుతో	pinneesuto
అలా	alaa
జరుగదు	jarugadu
</s>	</s>
యుద్ధంలో	yuddhamlo
చని	chani
పోయిన	poyina
శత్రురాజులు	satruraajulu
ఉత్తమ	uttama
గతిని	gatini
పొందారు	pondaaru
</s>	</s>
ప్రసాద్	prasad
వి	v
పొట్లూరి	potluri
నిర్మిచిన	nirmichina
ఈ	ee
చిత్రమ్లో	chitramlo
అనుష్క	anushka
శెట్టి	setti
ముఖ్య	mukhya
పాత్ర	paatra
పోషించగా	poshinchagaa
ఆర్య	aarya
ప్రకాష్	prakash
రాజ్	raj
మరియు	mariyu
సోనాల్	sonal
చౌహాన్	chauhan
సహయ	sahaya
పాత్రల్లో	paatrallo
నటించారు	natinchaaru
</s>	</s>
ది	the
అవలోన్	avalon
బాయ్స్	boys
</s>	</s>
అయితే	ayite
ముందుగా	mundugaa
తనకి	tanaki
కథ	katha
చెప్పాలని	cheppaalani
ఆయనకు	aayanaku
నచ్చితేనే	nachchitene
పవన్	pavan
కళ్యాణ్	kalyan
కి	ki
చెప్పే	cheppe
అవకాశమిస్తామని	avakaasamistaamani
ఛోటా	chotaa
చెప్పారు	cheppaaru
</s>	</s>
ఉదాహరణలు	udaaharanalu
తపాలా	tapaalaa
బిళ్ళల	billala
సేకరణ	sekarana
వివిధ	vividha
