ചാൾസ് തടാകം	Charles thadakom
നേരിട്ടുള്ള നിരീക്ഷണം സാധ്യമല്ലെങ്കിൽപോലും, ഭൌതികമായ മാർഗങ്ങളിലൂടെ ഭൂമിയുടെ ഉള്ളറയിലെ വസ്തുസ്ഥിതികളുടെ സാമാന്യരൂപം മനസ്സിലാക്കാൻ കഴിഞ്ഞിട്ടുണ്ട്.	nerittulla nireekshanam sadhyamenkilpolum, bhauthikamaya margangaliloode bhoomiyude ullarayile vasthusthithikalude saamanyaroopam manasilakkan kazhinjittundu.
സഹസ്രാബ്ദങ്ങൾക്കുമുൻപ്‌ ഭൗമപ്രക്രിയയിൽ രൂപംകൊണ്ടതെന്നു വിശ്വസിക്കപ്പെടുന്ന ചാത്തൻപാറയുടെ ഉയരവും മുകൾപരപ്പിന്റെ വിശാലതയും എടുത്തു പറയേണ്ടതുതന്നെ.	sahasrabdhangakumumbu bhaumaprakriyayil roopamkondirunnu vishvasikkapedunna Chathanparayude uyaravum mukalparppinte vishalathayum yeduthu parayendathuthanne.
മമ്മൂട്ടി, സുകുമാരൻ, നെടുമുടി വേണു, മേനക, പ്രതാപചന്ദ്രൻ തുടങ്ങിയവരായിരുന്നു പ്രധാന അഭിനേതാക്കൾ.	Mamooty, Sukumaran, Nedumudi Venu, Menaka, Prathapachandran thudangiyavarayirunnu pradhana abhinethakkal.
വൈദ്യശാസ്ത്രത്തിന്റെ ഒരു വിഭാഗമായി ദന്തവിജ്ഞാനീയ പഠനം ആരംഭിച്ചത് ഫ്രാൻസിലാണ്.	vaudhyashastrathinte oru vibhagamayi danthavijnjaneeya padanam arambhichathu Francilanu.
പ്രാണികളും ചെറുപഴങ്ങളുമാണ് ഭക്ഷണം	pranikalum cherupazhangalumanu bhakshanam
പരമശിവന് മോഹിനിയിൽ ജനിച്ച പുത്രനാണ് അയ്യപ്പൻ എന്നും ഐതിഹ്യങ്ങളുണ്ട്.	Paramashivanu Mohiniyil janicha puthrananu Ayyappan yennum aithihyamundu.
റൗലക്റ്റ് നിയമത്തിനും ജാലിയൻവാലാബാഗ് കൂട്ടക്കൊലയ്ക്കെതിരെയുള്ള പ്രതിഷേധം എന്ന നിലയ്ക്കാണ് നിസ്സഹകരണ പ്രസ്ഥാനം തുടങ്ങിയത്.	Rowlatt niyamathinum Jallianwalabagh koottakolaykethireyulla prathishedam yenna nilaykanu nisahakarana prasthanam thudangiyathu.
പട്ടിണി പരിഹരിക്കാനുള്ള മാർഗ്ഗമെന്ന നിലയിൽ ആൾക്കാർക്ക് ഭക്ഷണം വാങ്ങാനുള്ള പണം നൽകിയാൽ അത് നാട്ടിലെ കർഷകരെയും സഹായിക്കുമെന്നും വിദേശത്തുനിന്ന് ഭക്ഷണം ഇറക്കുമതി ചെയ്യുന്നത് നാട്ടിലെ സാമ്പത്തികവ്യവസ്ഥയെ തകിടം മറിക്കുകയേ ഉള്ളൂ എന്നും ചൂണ്ടിക്കാണിക്കപ്പെട്ടിട്ടുണ്ട്.	pattini pariharikkanulla margamenna nilayil aalkarku bhakshanam vanganulla panam nalkiyal athu nattile karshakareyum sahayikkumennum videshathuninnu bhakshanam erakkumathi cheyyunna nattile sambathikavyavasthaye thakidam marikkukaye ullu yennum choondikanikkapettitundu.
അബ്ദുള്ളയുടെ പിതാവായിരുന്ന അബ്ദുൽ മുത്തലിബ് ആയിരുന്നു അക്കാലത്തെ കഅബയുടെ പരിപാലന ചുമതല നിർവഹിച്ചുപോന്നിരുന്നത്.	Abdulahyude pithavayirunna Abdul muthalib ayirunnu akkalathe kabayude paripalana chumathala nirvahichuponnirunnathu.
ക്ലൈന്റ് കമ്പ്യൂട്ടറുകളിലൂടെ സെർവറിന്റെ സേവനം നേടാമെന്നല്ലാതെ, മറ്റു കാര്യങ്ങൾക്കൊന്നും (നെറ്റ്വെയർ സെർവർ നിയന്ത്രിക്കുന്നതിനുള്ള കൺസോൾ നിർദ്ദേശങ്ങൾക്കല്ലാതെ) സെർവർ നേരിട്ട് ഉപയോഗപ്പെടുത്താനാവില്ല.	Client computerukaliloode serverinte sevanam nedamennalathe, mattu karyangalkonnum (Netware server niyanthrikkunnathinulla console nirdeshangalkallathe) server nerittu upayigapeduthanavilla.
1905 ജനവരി രണ്ടിന് തലശ്ശേരിയിലെ സമ്പന്നമായ ഗൗഡസാരസ്വത ബ്രാഹ്മണ കുടുംബത്തിലായിരുന്നു സ്വാമിയുടെ ജനനം.	1905 January randinu Thalasseriyile sambannamaya Goudasaraswata Brahmana kudumbathilayirunnu swamiyude jananam.
ഹൈചർച്ച് വിഭാഗക്കാർ പൗരോഹിത്യത്തിനും പാരമ്പര്യത്തിനും പ്രാചീനവും കാതോലികവുമായ മതാചാരങ്ങൾക്കും പ്രാധാന്യം നല്കുന്നു.	Highchurch vibhagakar paurohithyathinum parambaryathinum pracheenavum katholikavumaya mathacharangalkum pradhanyam nalkunnu.
അല്ലെങ്കിൽ മൂന്ന് കേസുകൾ വിചാരണയിൽ ഉണ്ടായിരിക്കണം.	allenkil moonu casukal vicharanayil undayirikkanam.
സ്റ്റാൻലി മെഡിക്കൽ കോളേജിൽ എം.	Stanley Medical collegil M.
ലെനിന്റെ പ്രസംഗം സോഷ്യലിസ്റ്റ് ഫോറം പോസ്റ്റ് ചെയ്തത്	Leninte prasangam socialist forum post cheythath
തൂവലുകളില്ലാതെ ഏതാണ്ടു നഗ്നമായ ശരീരത്തോടുകൂടിയ കുഞ്ഞുങ്ങൾക്ക്, ഓരോ ചിറകിന്റെയും അറ്റത്തായി ശരിയായി വളർന്ന രണ്ടു നഖങ്ങൾ കാണാം.	thoovalukalillathe yethaandu nagnamaya shareerathodukoodiya kunjungalku, ooro chirakinteyum attathayi sheriyayi valarnna randu nakhangal kanaam.
മറ്റ് മനുഷ്യരെ ഭക്ഷിക്കുന്ന സ്വഭാവമുള്ള ആളുകൾ എന്ന മട്ടിലാണ് നരഭോജികളെക്കുറിച്ചുള്ള കഥകൾ നിലനിൽക്കുന്നത്.	mattu manushyare bhakshikkunna svabhavamulla aalukal yenna mattilanu narabhojikalekurichulla kadhakal nilanilkkunnathu.
1811-ലെ ഡച്ച് ഈസ്റ്റ് ഇൻഡീസിൽ ജാവയുടെ അധിനിവേശത്തിൽ ബ്രിട്ടീഷ് കപ്പലുകളുടെ ഒരു ആക്രമണ മാർഗ്ഗമായി ഇത് ഉപയോഗിച്ചിരുന്നു.	1811-le Dutch East Indies Javayude adhiniveshathil British kappalukalude oru aakramana margamayi ethu upayogichirunnu.
ബ്രിട്ടനിലെ റോയൽ സൊസൈറ്റി ഫോർ പ്രൊട്ടക്ഷൻസ് ഓഫ് ബേർഡ്സ്, നേച്ചർ ഫോർ എവർ സൊസൈറ്റി എന്നീ സംഘടനകളാണ് അങ്ങാടിക്കുരുവികളുടെ സംരക്ഷണം ഏറ്റെടുത്തു നടത്തുന്നത്.	Britanile Royal Society for Protection of Birds, Nature for ever society yennee sangadanakalanu angadikuruvikalude samrakshanam yetteduthu nadathunnathu.
സ്ട്രാബോ (II.5.12) അനുസരിച്ച്, അഗസ്റ്റസിന്റെ കാലത്ത്, ഓരോ വർഷവും മയോസ് ഹോർമോസിൽ നിന്നും ഇന്ത്യയിലേയ്ക്ക് 120 കപ്പലുകൾ വരെ സഞ്ചരിച്ചിരുന്നു:	Strobo (II.5.12) anusarichu, Augustusinte kalathu, ooro varshavum Myos Hormosil ninnum Indiayilekku 120 kappal vare sancharichirunnu:
പിൽക്കാല ആവശ്യങ്ങൾക്ക്, മേൽ സൂചിപ്പിച്ച മുൻ കാര്യങ്ങളുടെ വസ്തുനിഷ്ഠ വിവരണം ലഭിക്കുന്നതും, ഇത്തരം അനലിറ്റിക്കൽ ഡോക്കുമെന്റേഷനിലൂടെ മാതമാണ്.	pilkalathu avashyangalku, mel soochipicha mun karyangalude vasthunishta vivaranam labhikkunnathum, etharam nalittikal documentationiloode mathramanu.
മാർത്താണ്ഡവർമ്മയുടെ നിർദ്ദേശപ്രകാരം കോട്ടയം ചവിട്ടുവേലിയിൽ അവർ പിന്നീട് സ്ഥിരതാമസവുമാക്കി.	Marthandavarmayude nirdeshaprakaram Kottayam Chavittuveliyil avar pinneedi sthirathamasavumakki.
ഒരു വലംകൈയ്യൻ ഫാസ്റ്റ് ബൗളറാണ് അദ്ദേഹം.	oru valamkayyan fast bowleranu adheham.
കോമ്പോ ടിവി ട്യൂണറുകൾ ഹൈബ്രിഡ് ടിവി ട്യൂണറുകൾക്ക് സമാനമാണ്.	Combo TV tunerukal Hybrid TV tunerukalku samanamanu.
കിഴക്കേക്കോട്ട നിന്നും പെരുന്താന്നി-വള്ളക്കടവ്-വലിയതുറ-വിമാനത്താവളം വഴി ശംഖുമുഖത്ത് എത്തിച്ചേരാം.	Kizhakkekotta ninnum Perunthani-Vallakadavu-Valiyathura-vimanathavalam vazhi Shangumukhathu yethicheram.
രണ്ടു കഴകങ്ങളെയോ രണ്ടു കാവുകളെയോ കേന്ദ്രീകരിച്ചാണ്‌ മറത്തുകളി നടത്തുക.	randu kazhakangaleyo randu kaavukaleyo kendreekarichanu marathukali nadathuka.
എന്നാൽ റഷ്യയിൽ കമ്മ്യൂണിസ്റ്റ് വിപ്ലവത്തെ തുടർന്ന് അധികാരത്തിലെത്തിയ സ്റ്റാലിൻ ഈ രഹസ്യ കരാർ പരസ്യപ്പെടുത്തുകയുണ്ടായി.	yennal Russiayil communist viplavathe thudarnnu adhikarathilethiya Stalin ee rahasya karaar parasyapeduthukayundayi.
എതിരാളികളോട് പോരാടി വിജയിക്കാൻ പറ്റാത്ത അവസ്ഥയാണെങ്കിൽ പഞ്ചാരി എന്ന താളം മുഴങ്ങും.	yethiralikalodu poradi vijayikkan pattatha avasthayanenkil Panchari yenna thalam muzhangum.
ഫ്രാൻസിനകത്തും പുറത്തും സമാധാനം സ്ഥാപിക്കാനായുള്ള ഉപാധിയായാണ് നെപോളിയൻ കോൺകോർദാ ഉപയോഗിച്ചത്.	Fransinakathum purathum samadhanam sthapikkanayulla upaadhiyayanu Nepolean Concordat upayogichathu.
കമ്പോഡിയയിലെ ഖമെർ രാജാക്കൻമാർ നിർമിച്ച നഗരത്തിന്റെ പേരാണ് അങ്കോർതോം.	Combodiayile Khmer rajakanmar nirmicha nagarathinte peranu Angkorthom.
കോൽകൊട്ടയിലെ ഹിന്ദു സ്കൂളിൽ നിന്നും മെട്രിക്കുലേഷൻ പാസ്സായശേഷം 1942ൽ പ്രെസിഡൻസി കോളെജിൽ നിന്നും ബിരുദം നേടി.	Kolkatayile Hindu schoolil ninnum Matriculation passayashesham 1942il Presidency Collegil ninnum birudham nedi.
യൂഗ്ളീന	Euglena
സ്പീക്കറുടെ സുഹൃത്തും സഹപാഠിയുമായ വോൾട്ടേഴ്സ് സ്പന്ദറുടെ ജയിലിൽ നിന്നും സ്പെയിനിലേക്ക് കടത്തിയ പല പേപ്പറുകൾ ലഭിച്ചിട്ടുണ്ട്.	Speakerude suhruthum sahapadiyumaya Volters Spandarude jailil ninnum Spainilekku kadathiya pala papperukal labhichittundu.
കേരളത്തിൽ 1967 ൽ സി പി ഐ - സിപി എം ഉൾപ്പെട്ട സപ്തകക്ഷി മുന്നണി ഭരിച്ചു എങ്കിലും 1969ൽ രണ്ടു പാർടികളും വ്യത്യസ്ത മുന്നനികളിലായി.	Keralathil 1967 il C P I - CP M ulpetta sapthakakshi munnani bharichu yenkilum 1969il randu partykalum vyathyastha munnanikalayi.
ഈ ദേശീയോദ്യാനത്തിൽ സാവന്ന, സെറാഡോ, ഇടതിങ്ങിയ സെറാഡോ തരങ്ങളിലുള്ള വനങ്ങളാണ്.	ee deshiyodhyanathil savana, serado, edathingiya serado tharangalilulla vanangalanu.
