ਨੌਜਵਾਨ	naujavaan
</s>	</s>
ਚਾਨਣ	chanan
ਮੁਨਾਰਾ	munara
ਜਾਂ	jan
ਚਾਨਣ	chanan
ਘਰ	ghar
ਇੱਕ	ek
ਅਜਿਹਾ	ajeha
ਬੁਰਜ	buraj
ਇਮਾਰਤ	imarat
ਜਾਂ	jan
ਹੋਰ	hor
ਢਾਂਚਾ	dhhancha
ਹੁੰਦਾ	hunda
ਹੈ	hai
ਜਿਹਨੂੰ	jisnu
ਲਾਲਟਣਾਂ	laltna
ਅਤੇ	ate
ਲੈਨਜ਼ਾਂ	lenzan
ਦੇ	de
ਪ੍ਰਬੰਧ	parbandh
ਨਾਲ਼	naal
ਚਾਨਣ	chanan
ਛੱਡਣ	chhadan
ਲਈ	layi
ਉਸਾਰਿਆ	usareya
ਜਾਂਦਾ	janda
ਹੈ	hai
ਅਤੇ	ate
ਜੋ	jo
ਸਮੁੰਦਰਾਂ	samundar
ਤੇ	te
ਅੰਦਰੂਨੀ	andruni
ਜਲ-ਪਿੰਡਾਂ	jal-pindan
ਵਿੱਚ	vich
ਜਹਾਜ਼ਰਾਨਾਂ	jahazrana
ਜਾਂ	jan
ਮਲਾਹਾਂ	malahan
ਨੂੰ	nu
ਬੇੜੇ	berhe
ਚਲਾਉਣ	chalaon
ਵਿੱਚ	vich
ਮੱਦਦ	madad
ਦਿੰਦਾ	dinda
ਹੈ	hai
</s>	</s>
ਇੱਕ	ek
ਅੰਗਰੇਜ਼	angrez
ਪਾਦਰੀ	padri
ਨੇ	ne
ਪ੍ਰਭਾਵਿਤ	parbhavit
ਹੋ	ho
ਕੇ	ke
ਉਚੇਰੀ	ucheri
ਵਿੱਦਿਆ	vidheya
ਇੰਗਲੈਂਡ	england
ਵਿੱਚ	vich
ਪ੍ਰਾਪਤ	prapat
ਕਰਨ	karan
ਲਈ	layi
ਮਦਦ	madad
ਦੀ	di
ਪੇਸ਼ਕਸ਼	peshkash
ਕੀਤੀ	kiti
</s>	</s>
ਇਸ	es
ਤਰ੍ਹਾਂ	tarah
ਪੰਜਾਬ	punjab
ਵਿੱਚ	vich
ਭਾਈ	bhai
ਘੱਨ੍ਹਈਆ	ghanayia
ਜੀ	ji
ਨੇ	ne
ਰੈੱਡ	red
ਕਰਾਸ	cross
ਦੀ	di
ਵਿਚਾਰਧਾਰਾ	vichardhara
ਨੂੰ	nu
ਢੇਰ	dher
ਚਿਰ	chir
ਪਹਿਲਾਂ	pehlan
ਹੀ	hi
ਜਨਮ	janam
ਦੇ	de
ਦਿੱਤਾ	ditta
ਸੀ	si
ਅਤੇ	ate
ਮਨੁੱਖਤਾ	manukhta
ਦੀ	di
ਪੁੱਜ	pujj
ਕੇ	ke
ਸੇਵਾ	sewa
ਕੀਤੀ	kiti
</s>	</s>
ਇਸਦਾ	esda
ਸੰਕੇਤਕ	sanketak
ਸਮੁੱਚੀ	samuchi
ਘਰੇਲੂ	gharelu
ਉਤਪਾਦਨ	utpadan
ਵਿਸ਼ਵ	vishav
ਵਿੱਚ	vich
ਉੱਨੀਵੇਂ	univen
ਸਥਾਨ	sathan
ਤੇ	te
ਹੈ	hai
ਅਤੇ	ate
ਖ਼ਰੀਦ	kharid
ਸ਼ਕਤੀ	shakti
ਸਮਾਨਤਾ	samanta
ਛੱਤੀਵੇਂ	chhattiven
ਸਥਾਨ	sathan
ਤੇ	te
ਹੈ	hai
</s>	</s>
ਇਸ	es
ਪੁਸਤਕ	pustak
ਵਿੱਚ	vich
ਨੈਓਮੀ	naiomi
ਕਲੇਨ	klen
ਕਾਰਪੋਰੇਟ	corporate
ਪੂੰਜੀਵਾਦ	ponjivad
ਦੇ	de
ਏਜੰਡੇ	ajanda
ਨੂੰ	nu
ਸਾਰੇ	sare
ਸੰਸਾਰ	sansar
ਤੇ	te
ਥੋਪਣ	thopan
ਅਤੇ	ate
ਅੱਗੇ	agge
ਵਧਾਉਣ	vadhaun
ਲਈ	layi
ਅਮਰੀਕੀ	americi
ਸਾਮਰਾਜ	samraj
ਵਲੋਂ	vallon
ਵਰਤੇ	varte
ਜਾ	j
ਰਹੇ	rahe
ਸਦਮੇ	sadme
ਦੇ	de
ਵੱਖੋ	vakho
ਵੱਖ	vakh
ਰੂਪਾਂ	roopan
ਦੇ	de
ਅੰਤਰ-ਸਬੰਧਾਂ	antar-sambandhan
ਨੂੰ	nu
ਬੇਨਕਾਬ	binekar
ਕੀਤਾ	kita
ਹੈ	hai
</s>	</s>
ਇਸ	es
ਮਾਨਤਾ	manta
ਦੇ	de
ਅੰਤਰਗਤ	antargat
ਉਹ	oh
ਸਭਨਾਂ	sabhna
ਇਸਤਰੀ	istri
-	-
ਪੁਰਸ਼ਾਂ	purshan
ਦੇ	de
ਦੁੱਖ	dekh
-	-
ਦਰਦਾਂ	dardan
ਦੇ	de
ਪ੍ਰਤੀ	prati
ਸਾਡੀ	sadi
ਹਮਦਰਦੀ	hamdardi
ਨੂੰ	nu
ਮੋੜ	morh
ਦਿੰਦੇ	dinde
ਹਾਂ	han
।	.
</s>	</s>
ਵਰਤਮਾਨ	varatman
ਵਿੱਚ	vich
ਹੰਸ	hans
ਇੱਕ	ek
ਸਾਂਸਕ੍ਰਿਤਕ	sanskritak
ਸਾਹਿਤਕ	sahetak
ਅਤੇ	ate
ਵਿਚਾਰਵਾਨ	vicharvan
ਪਤ੍ਰਿਕਾ	patrika
ਦੇ	de
ਰੂਪ	roop
ਵਿੱਚ	vich
ਜਾਣੀ	jani
ਜਾਂਦੀ	jandi
ਹੈ	hai
</s>	</s>
ਵਾਧੂ	vadhu
ਮੁੱਲ	mull
ਇੱਕ	ek
ਸੰਕਲਪ	sankalap
ਹੈ	hai
ਜਿਸ	jis
ਬਾਰੇ	bare
ਕਾਰਲ	karl
ਮਾਰਕਸ	markas
ਨੇ	ne
ਡੂੰਘਾਈ	dhunghayi
ਵਿੱਚ	vich
ਲਿਖਿਆ	likheya
ਹੈ	hai
</s>	</s>
ਕਿਉਂਕਿ	kyunke
ਬੁੱਧ	budh
ਧਰਮ	dharam
ਵਿੱਚ	vich
ਕਤਲ	katal
ਕਰਨਾ	karna
ਮਨਾ	mana
ਹੈ	hai
ਏਸ	es
ਕਾਰਨ	karn
ਜਾਨਵਰ	janvar
ਦੀ	di
ਜੈਲੇਟਿਨ	gelatine
ਨੂੰ	nu
ਆਟੇ	atte
ਤੇ	te
ਅਜ਼ੁਕੀ	azuki
ਫਲੀਆਂਨਾਲ	faliyannaal
ਬਦਲ	badal
ਦਿੱਤਾ	ditta
ਗਿਆ	geya
ਸੀ	si
</s>	</s>
ਸਪਲੈਸ਼	splash
ਮਾਉਂਟੇਨ	maount
</s>	</s>
ਬੰਗਲਾ	bangla
ਦੇਸ਼	desh
ਵਿੱਚ	vich
ਸਿੱਖ	sikh
ਧਰਮ	dharam
ਦਾ	da
ਮੁੱਖ	mukh
ਪ੍ਰਾਰਥਨਾ	prarthna
ਸਥਾਨ	sathan
ਗੁਰਦੁਆਰਾ	guruduara
ਨਾਨਕ	nanak
ਸ਼ਾਹੀ	shahi
ਹੈ	hai
</s>	</s>
ਗੁਰੂ	guru
ਨਾਨਕ	nanak
ਦੇਵ	dev
ਯੂਨੀਵਰਸਿਟੀ	university
ਵੱਲੋਂ	vallon
ਈਸ਼ਵਰ	eshvar
ਚੰਦਰ	chandar
ਇਨਾਮ	inam
ਅੰਨ੍ਹੇ	anne
ਨਿਸ਼ਾਨਚੀ	nishanchi
ਨੂੰ	nu
1983	1983
ਵਿੱਚ	vich
</s>	</s>
ਜਦੋਂ	jadon
ਮੀਥੇਨ	mithen
ਗੈਸ	gas
ਦੇ	de
ਬੁਲਬੁਲੇ	bulbule
ਬਹੁਮਾਤਰਾ	bahumatra
ਵਿੱਚ	vich
ਉੱਪਰ	upper
ਆਉਂਦੇ	aonde
ਹਨ	han
ਤਾਂ	tan
ਸਾਗਰੀ	sagri
ਪਾਣੀ	pani
ਵਿੱਚ	vich
ਜਹਾਜ਼	jahaz
ਜਾਂ	jan
ਕਿਸ਼ਤੀ	kishti
ਦਾ	da
ਡੁੱਬ	dubb
ਜਾਣਾ	jana
ਤੈਅ	tai
ਹੁੰਦਾ	hunda
ਹੈ	hai
</s>	</s>
ਇਸ	es
ਦੀ	di
ਚੁੰਝ	chunjh
ਮੋਟੀ	moti
ਅਤੇ	ate
ਭੂਰਾ-ਲਾਲ	bhura-laal
ਰੰਗ	rang
ਦੀ	di
ਹੁੰਦੀ	hundi
ਹੈ	hai
ਜੋ	jo
ਬਹਾਰ	bahar
ਦੇ	de
ਮੌਸਮ	mausam
ਵਿੱਚ	vich
ਸੰਤਰੀ-ਲਾਲ	santri-laal
ਹੋ	ho
ਜਾਂਦਾ	janda
ਹੈ	hai
</s>	</s>
ਗੈਡਟ	gaidat
ਦਾ	da
ਵਿਆਹ	vihah
28	28
ਸਤੰਬਰ	september
2008	2008
ਨੂੰ	nu
ਇਜ਼ਰਾਈਲ	izrail
ਦੇ	de
ਰੀਅਲ	real
ਅਸਟੇਟ	estate
ਡਿਵੈਲਪਰ	develpore
ਯਾਰੋਨ	yaro
ਵਰਸਾਨੋ	varsano
ਨਾਲ	naal
ਹੋਇਆ	hoeya
</s>	</s>
ਉਸਨੇ	usne
ਫਿਰ	fir
ਟੀ	t
</s>	</s>
ਕੁਝ	kujh
ਸਾਲ	saal
ਬਾਅਦ	baad
ਉਸ	us
ਨੇ	ne
ਸਰਗਰਮ	sargarm
ਰਾਜਨੀਤੀ	rajniti
ਵਿੱਚ	vich
ਕੰਮ	kam
ਕਰਨ	karn
ਦਾ	da
ਫੈਸਲਾ	faisla
ਕੀਤਾ	kita
ਅਤੇ	ate
ਉਹ	oh
ਮਿਊਂਸਪਲ	mionspal
ਕਮੇਟੀ	commete
ਦਾ	da
ਪ੍ਰਧਾਨ	pardhan
ਚੁਣਿਆ	chuneya
ਗਿਆ	geya
</s>	</s>
ਉਸ	us
ਨੂੰ	nu
ਪਹਿਲੀ	pehli
ਵਾਰ	vaar
ਨਿਰਦੇਸ਼ਕ	nirdeshik
ਰਾਧਾਕ੍ਰਿਸ਼ਨ	radhakrishan
ਜਗਰਲਾਮੁਦੀ	jaglamudi
ਕ੍ਰਿਸ਼	krish
ਦੁਆਰਾ	duara
ਫਿਲਮ	film
ਵਿਚ	vich
ਰੋਲਸਟਾਰ	rollstar
ਦੀ	di
ਭੂਮਿਕਾ	bhunika
ਲਈ	layi
ਚੁਣਿਅਾ	chuneya
ਗਿਅਾ	geya
ਸੀ	si
</s>	</s>
ਨਤੀਜੇ	natije
ਵਜੋਂ	vajjon
ਅਰਥ-ਵਿਵਸਥਾ	arth-vivastha
ਵਿਚ	vich
ਰੀਸੈਸ਼ਨ	resession
ਆ	sa
ਜਾਵੇਗਾ	javega
ਜਿਸ	jis
ਨਾਲ	naal
ਨੀਵੇਂ	niven
ਪੱਧਰ	padhar
ਦਾ	da
ਸੰਤੁਲਨ	santulan
ਕਾਇਮ	kayam
ਹੋ	ho
ਜਾਵੇਗਾ	javega
ਅਤੇ	ate
ਇਸ	es
ਪੱਧਰ	padhar
ਤੇ	te
ਘਟੀ	ghati
ਆਮਦਨ	amdan
ਚੋਂ	chon
ਪ੍ਰਾਪਤ	prapat
ਕੀਤੀ	kiti
ਬਚਤ	bachat
ਨਿਵੇਸ਼	nivesh
ਲਈ	layi
ਲੋੜੀਂਦੀ	lorhindi
ਰਕਮ	rakam
ਨਾਲੋਂ	nalon
ਕਿਸੇ	kise
ਸੂਰਤ	surat
ਵਿਚ	vich
ਵੀ	vi
ਵਧ	vadh
ਨਹੀਂ	nahi
ਹੋਵੇਗੀ	hovegi
</s>	</s>
ਇੱਕ	ek
ਕਿਰਿਆਵੀ	kireya
ਵਾਕ	vaak
</s>	</s>
ਉਸ	ud
ਦੇ	de
ਪਿਤਾ	pita
ਨੇ	ne
ਉਸ	us
ਨੂੰ	nu
ਬੇਦਖ਼ਲ	bedakhal
ਕਰ	kar
ਦਿੱਤਾ	ditta
ਸੀ	si
</s>	</s>
ਭਾਰਤੀ	bharti
ਜਨਤਾ	janta
ਪਾਰਟੀ	parti
ਦੀ	di
ਸਰਕਾਰ	sarkar
ਨੇ	ne
ਅਗਸਤ	auguat
2017	2017
ਵਿੱਚ	vich
ਸੁਪਰੀਮ	supreme
ਕੋਰਟ	court
ਦੇ	de
ਫ਼ੈਸਲੇ	faisle
ਪਿੱਛੋਂ	pichhon
ਭਾਰਤ	bharat
ਵਿੱਚ	vich
ਤਤਕਾਲ	tatkal
ਤਿੰਨ	tin
ਤਲਾਕ	talak
ਦੇ	de
100	100
ਕੇਸਾਂ	casan
ਦੇ	de
ਬਾਅਦ	baad
ਇੱਕ	ek
ਬਿੱਲ	bill
ਤਿਆਰ	teyar
ਕੀਤਾ	kita
</s>	</s>
ਪ੍ਰਗੀਤ	pargeet
ਕਾਵਿ	kav
ਰੂਪਾਕਾਰ	roopakar
ਸ਼ੋਕ-ਗੀਤ	shok-geet
ਅਤੇ	ate
ਸੰਬੋਧਨ	sambodhan
ਗੀਤ	geet
ਦੀ	di
ਵਰਤੋਂ	varton
ਨਵ-ਰਹੱਸਵਾਦੀ	nav-rahasvadi
ਚੇਤਨਾ	chetna
ਦਾ	da
ਸੰਚਾਰ	sanchar
ਸਾਧਨ	sadhan
ਸਿੱਧ	sidh
ਹੋਈ	hoi
ਹੈ	hai
</s>	</s>
ਬਹੁਤ	bahut
ਸਾਰੇ	sare
ਸਿੱਖ	sikh
ਪਰਿਵਾਰਾਂ	parivaran
ਨੇ	ne
ਭਾਰਤ	bharat
ਉੱਤਰੀ	uttari
ਅਮਰੀਕਾ	america
ਯੂਰਪੀਅਨ	european
ਯੂਨੀਅਨ	union
ਯੂਨਾਈਟਿਡ	united
ਕਿੰਗਡਮ	kingdam
ਪਾਕਿਸਤਾਨ	pakistan
ਸਮੇਤ	samet
ਹੋਰਨਾਂ	horna
ਮੁਲਕਾਂ	mulkan
ਵਿੱਚ	vich
ਪਰਵਾਸ	varvas
ਕਰਨਾ	karna
ਬਿਹਤਰ	behtar
ਸਮਝਿਆ	samjheya
ਹੈ	hai
</s>	</s>
2-10	2-10
ਪਰਸਪਰ	parspar
ਸਮਾਂ	sman
ਦੇਰੀ	deri
ਬਾਬਤ	babat
ਪਿਛਲੀ	pichhli
ਚਰਚਾ	charcha
ਤੇ	te
ਜੋਰ	jor
ਦਿੰਦਾ	dinda
ਹੈ	hai
</s>	</s>
ਕਿਸੇ	kise
ਵੀ	vi
ਵਾਸਤੇ	vaste
ਦੇ	de
ਉਹਨਾਂ	ohna
ਬਿੰਦੂਆਂ	binduan
ਦੇ	de
ਸਮੂਹ	samuh
ਸੈੱਟ	set
ਲਈ	layi
ਨਾਪ	naap
ਜ਼ੀਰੋ	ziro
ਹੁੰਦਾ	hunda
ਹੈ	hai
ਜਿਹਨਾਂ	jihna
ਵਾਸਤੇ	vaste
ਇੰਝ	injh
ਹੁੰਦਾ	hunda
ਹੈ	hai
ਕਿ	ke
ਸਾਰੇ	sare
ਵਾਸਤੇ	vaste
ਹੋਵੇ	hove
।	.
</s>	</s>
ਖਾਨੇ	khane
ਦਾ	da
ਮਾਲਕ	malak
ਸਫ਼ਲ	saffal
ਖਿਡਾਰੀ	khidari
ਨੂੰ	nu
ਮੋਢਿਆਂ	moddeya
ਉੱਪਰ	upper
ਚੁੱਕ	chukk
ਕੇ	ke
ਝੂਟਾ	jhoota
ਦਿੰਦਾ	dinda
ਹੈ	hai
</s>	</s>
ਚੀਨੀ	chini
ਅਤੇ	ate
ਪਾਣੀ	pani
ਨੂੰ	nu
ਇੱਕ	ek
ਅਲੱਗ	alag
ਬਰਤਨ	bartan
ਵਿੱਚ	vich
ਰੱਖ	rakh
ਦੋ	do
</s>	</s>
ਉਸ	us
ਜ਼ਮਾਨੇ	zamane
ਵਿੱਚ	vich
ਉਸ	us
ਦਾ	da
ਐਜ਼ਰਾ	aizar
ਪਾਊੰਡ	pound
ਨਾਲ	naal
ਵੀ	ve
ਰਾਬਤਾ	rabta
ਰਿਹਾ	reha
ਜਿਸਨੂੰ	jisnu
ਬਿੰਬਵਾਦ	bimbvad
ਦਾ	da
ਬਾਨੀ	bani
ਕਿਹਾ	keha
ਜਾਂਦਾ	janda
ਹੈ	hai
।	.
</s>	</s>
ੳੁਸਨੇ	usne
ਸ਼ੁਰੂ	shuru
ਵਿੱਚ	vich
ਕਰਾਚੀ	karachi
ਅਤੇ	ate
ਲਾਹੌਰ	lahore
ਟੈਲੀਵਿਜ਼ਨ	television
ਸਟੇਸ਼ਨਾਂ	stationan
ਦੇ	de
ਨਾਟਕਾਂ	natakan
ਵਿੱਚ	vich
ਹਿੱਸਾ	hissa
ਲਿਅਾ	leya
</s>	</s>
ਉਸ	us
ਨੇ	ne
ਆਪਣਾ	apna
ਸਮਾਂ	sman
ਵੇਦ	ved
ਗੀਤਾ	geeta
ਉਪਨਿਸ਼ਦ	upnishad
ਅਤੇ	ate
ਭਾਗਵਤ	bhagvat
ਪੁਰਾਣ	puran
ਦੇ	de
ਅਧਿਅਨ	adhiyain
ਵਿੱਚ	vich
ਲਗਾਇਆ	lagaeya
</s>	</s>
ਉਹ	oh
ਭਾਰਤ	bharat
ਵਿੱਚ	vich
ਰਾਜਿਆਂ	rajeyan
ਵਜੋਂ	vajjon
ਰਾਜ	raaj
ਕਰਨ	karn
ਵਾਲੀਆਂ	waliyan
ਕੁਝ	kujh
ਕੁੜੀਆਂ	kudiyan
ਵਿਚੋਂ	vichon
ਇੱਕ	ek
ਸੀ	si
ਅਤੇ	ate
ਅਜਿਹਾ	ajeha
ਕਰਨ	karn
ਲਈ	layi
ਇਕ	ek
ਪੁਰਸ਼	purash
ਚਿੱਤਰ	chittar
ਨੂੰ	nu
ਅੱਗੇ	agge
ਵਧਾਇਆ	vadhaeya
</s>	</s>
ਕਿ	ke
ਇਸ	es
ਨੇ	ne
ਅਨੇਕਾਂ	anekan
ਵਿਰੋਧੀ	vitodhi
ਸੱਤਾ	satta
ਨੂੰ	nu
ਕਲਾਵੇ	kalave
ਵਿੱਚ	vich
ਲੈ	le
ਕੇ	ke
ਹੀ	hi
ਘੱਟ	ghutt
ਕੇ	ke
ਮਾਰ	maar
ਦਿੱਤਾ	ditta
ਹੈ	hai
</s>	</s>
ਅਜਿਹਾ	ajeha
ਇਸ	es
ਲਈ	layi
ਹੁੰਦਾ	hunda
ਹੈ	hai
ਕਿ	ke
ਜਾਂ	jan
ਤਾਂ	tan
ਇਸ	es
ਵਿੱਚੋਂ	vichon
ਇੱਕ	ek
ਜਾਂ	jan
ਵਧ	vadh
ਇਲੈਕਟਰਾਨ	electran
ਨਿਕਲ	nikal
ਜਾਂਦੇ	jande
ਹਨ	han
ਜਾਂ	jan
ਇਸ	es
ਵਿੱਚ	vich
ਆ	aa
ਜਾਂਦੇ	jande
ਹਨ	han
</s>	</s>
ਇਸੇ	ese
ਸਾਲ	saal
ਅਪ੍ਰੈਲ	aprill
ਵਿਚ	vich
ਨਿਊ	new
ਹੈਂਲਡ	holland
ਟ੍ਰੈਕਟਰ	tractor
ਇੰਡੀਆ	india
ਲਿਮਟਿਡ	limited
ਨੇ	ne
ਉੱਤਰ	uttar
ਪ੍ਰਦੇਸ਼	pardesh
ਵਿਚ	vich
ਗਰੇਟਰ	gretor
ਨੋਇਡਾ	noida
ਵਿਖੇ	vikhe
ਇਕ	ek
ਅਤਿ	ati
ਆਧੁਨਿਕ	adhunik
ਪਲਾਂਟ	plant
ਵਿਚ	vich
75	75
ਮਿਲੀਅਨ	million
ਅਮਰੀਕੀ	americi
ਡਾਲਰ	dollar
ਦਾ	da
ਨਿਵੇਸ਼	nivesh
ਕਰਕੇ	karke
70	70
ਐਚਪੀ	hp
ਟਰੈਕਟਰ	tractor
ਤਿਆਰ	teyar
ਕੀਤੇ	kite
</s>	</s>
ਆਪ	aap
ਖ਼ੁਦਾਈ	khudayi
ਖ਼ਿਦਮਤਗਾਰ	khidmtgar
ਤਹਿਰੀਕ	tehrik
ਦੇ	de
ਬਾਨੀ	bani
ਖ਼ਾਨ	khaan
ਅਬਦੁਲ	abdul
ਗ਼ੱਫ਼ਾਰ	gaffar
ਖ਼ਾਨ	khaan
ਦਾ	da
ਸਾਹਿਬਜ਼ਾਦਾ	sahibzada
ਅਤੇ	ate
ਅਵਾਮੀ	awami
ਨੈਸ਼ਨਲ	national
ਪਾਰਟੀ	parti
ਦੇ	de
ਪਹਿਲੇ	pehle
ਮੁੰਤਖ਼ਬ	muntkhab
ਸਦਰ	sadar
ਖ਼ਾਨ	khan
ਅਬਦੁਲ	abdul
ਵਲੀ	wali
ਖ਼ਾਨ	khan
ਦਾ	da
ਬੜਾ	barha
ਭਾਈ	bhai
ਸੀ	si
</s>	</s>
ਇਹ	eh
ਸੀਰੀਆ	siria
ਇਰਾਕ	iraq
ਅਤੇ	ate
ਜਾਰਡਨ	jardan
ਵਿੱਚ	vich
ਉਦਯੋਗਤ	udyogat
ਕਿੱਤਾ	kitta
ਜਾਂਦਾ	janda
ਹੈ	hai
ਅਤੇ	ate
ਸੀਰੀਆ	siria
ਇਰਾਕ,ਜਾਰਡਨ	iraq,jardan
ਅਤੇ	ate
ਅਰਬੀ	arbi
ਪ੍ਰਾਇਦੀਪ	pradeep
ਵਿੱਚ	vich
ਪਹਿਨਿਆ	pehneya
ਜਾਂਦਾ	janda
ਹੈ	hai
</s>	</s>
ਸੋਨਾ	sona
ਚਾਂਦੀ	chandi
ਅਤੇ	ate
ਪਿੱਤਲ	pittal
ਦੇ	de
ਕਰਨਫੁੱਲ	karnfull
ਪਾਈ	payi
ਸੂਰਜ	suraj
ਚਿੰਨ੍ਹ	chin
ਅਤੇ	ate
ਸਰਪਮੁਕਟ	sarpmukat
ਤੋਂ	ton
ਇਲਾਵਾ	ilawa
ਸਿਰ	sir
ਤੇ	te
ਮੋਰ	mor
ਪੱਖੀ ਤੋਂ	pakhi
ਬਣੀ	bani
ਹੋਈ	hoi
ਕਲਗੀ	kalgi
ਜੰਗਮ	jangam
ਸੁਆਮੀਆਂ	suamiyan
ਦਾ	da
ਰਵਾਇਤੀ	rivayti
ਭੇਸ	bhes
ਹੈ	hai
</s>	</s>
ਰਾਸ	ras
ਲੀਲ੍ਹਾ	lila
ਧਾਰਮਿਕ	dharmik
ਭਾਵਨਾ	bhavna
ਦਾ	da
ਲੋਕ	lok
ਨਾਟਕ	natak
ਹੈ	hai
।	.
</s>	</s>
ਖਬਰ	khabar
ਲੇਖ	lekh
</s>	</s>
ਪੌਟਰੀ	poutri
ਵੱਖ	vakh
ਵੱਖ	vakh
ਅਰਥਾਂ	arthan
ਦਾ	da
ਲਖਾਇਕ	lkhayak
ਇੱਕ	ek
ਸ਼ਬਦ	shabad
ਹੈ	hai
</s>	</s>
ਉਸ	us
ਨੇ	ne
ਆਗੂ	aggu
ਅਤੇ	ate
ਸੰਗਠਨਕਾਰੀ	sangathhankari
ਸ਼ਕਤੀ	shakti
ਦੇ	de
ਰੂਪ	roop
ਵਿੱਚ	vich
ਸਰਵਹਾਰਾ	sarvaha
ਵਰਗ	varg
ਦੀ	di
ਪਾਰਟੀ	party
ਸੰਬੰਧੀ	sambandhi
ਮਤ	mat
ਦਾ	da
ਪ੍ਰਤੀਪਾਦਨ	pratipadan
ਕੀਤਾ	kita
ਜਿਸਦੇ	jidsa
ਬਿਨਾਂ	bina
ਪ੍ਰੋਲਤਾਰੀ	proltari
ਡਿਕਟੇਟਰਸ਼ਿਪ	diktetarshio
ਦੀ	di
ਉਪਲਬਧੀ	iplabdhi
ਅਤੇ	ate
ਸਾਮਵਾਦੀ	samajvadi
ਸਮਾਜ	samaj
ਦਾ	da
ਨਿਰਮਾਣ	nirman
ਅਸੰਭਵ	asambhav
ਹੈ	hai
</s>	</s>
ਵਾਟਸਨ	watson
ਸ਼ਿਕਾਗੋ	shikago
ਦੇ	de
ਦੱਖਣ	dakhan
ਵੱਲ	vall
ਵੱਡਾ	vadda
ਹੋਇਆ	hoeya
ਅਤੇ	ate
ਪਬਲਿਕ	public
ਸਕੂਲਾਂ	schoolan
ਵਿੱਚ	vich
ਹਾਜ਼ਰ	hazar
ਹੋਇਆ	hoeya
ਜਿਸ	jis
ਵਿੱਚ	vich
ਹੋਰੇਸ	hores
ਮਾਨ	maan
ਗ੍ਰੇਮਰ	gremar
ਸਕੂਲ	school
ਅਤੇ	ate
ਦੱਖਣੀ	dakhni
ਸ਼ੋਰ	shor
ਹਾਈ	high
ਸਕੂਲ	school
ਸ਼ਾਮਲ	shamal
ਹਨ	han
</s>	</s>
ਪੀਕਿੰਗ	peaking
ਯੂਨੀਵਰਸਿਟੀ	university
ਦੀ	di
ਐਫੀਲੀਏਟਿਡ	affiliated
ਬਾਨੀ	bani
ਕਾਰਪੋਰੇਸ਼ਨ	corporation
ਚੀਨ	cheen
ਵਿੱਚ	vich
ਸਭ	sabh
ਤੋਂ	ton
ਵੱਡੀ	vaddi
ਯੂਨੀਵਰਸਿਟੀ	university
ਐਫੀਲੀਏਟਿਡ	affliated
ਕੰਪਨੀ	company
ਹੈ	hai
ਅਤੇ	ate
2016	2016
ਵਿੱਚ	vich
ਇਸ	es
ਦੀ	di
ਕੁੱਲ	kull
ਜਾਇਦਾਦ	jayedad
ਦਾ	da
ਮੁੱਲ	mull
239.3	239.3
ਬਿਲੀਅਨ	billion
ਯੂਆਨ	yunaan
ਹੈ	hai
</s>	</s>
ਬੌਨੋ	bouno
18	18
ਸਾਲ	saal
ਦੀ	di
ਉਮਰ	umar
ਵਿਚ	vich
ਇਕ	ek
ਲੈਸਬੀਅਨ	lesbian
ਦੇ	de
ਰੂਪ	roop
ਵਿਚ	vich
ਦੋਵਾਂ	dovan
ਮਾਪਿਆਂ	mapeyan
ਕੋਲ	kol
ਆਇਆ	ayia
</s>	</s>
ਚੇਲਮੇਸ਼ਵਰ	chelmeshvar
ਅਤੇ	ate
ਰੋਹਿਨਟਨ	rohintan
ਫ਼ਲੀ	falli
ਨਰੀਮਾਨ	nariman
ਨੇ	ne
ਭਾਰਤ	bharat
ਦੇ	de
ਸੁਪਰੀਮ	sureme
ਕੋਰਟ	court
ਦੇ	de
ਦੋ	do
ਜੱਜਾਂ	jajjan
ਦੀ	di
ਬੈਂਚ	bench
ਦਾ	da
ਗਠਨ	gathhan
ਕੀਤਾ	kita
ਜਿਸ	jis
ਨੇ	ne
ਇਕ	ek
ਵਿਵਾਦਗ੍ਰਸਤ	vivadgrast
ਕਾਨੂੰਨ	kanun
ਨੂੰ	nu
ਰੱਦ	radd
ਕਰ	kar
ਦਿੱਤਾ	ditta
ਜਿਸ	jis
ਨੇ	ne
ਭਾਰਤੀ	bharati
ਪੁਲਿਸ	police
ਨੂੰ	nu
ਈਮੇਲਾਂ	emailan
ਜਾਂ	jan
ਹੋਰ	hor
ਇਲੈਕਟ੍ਰੌਨਿਕ	electronic
ਸੰਦੇਸ਼	sandesh
ਜੋ	jo
ਨਾਰਾਜ਼ਗੀ	narazagi
ਜਾਂ	jan
ਅਸੁਵਿਧਾ	asuvidha
ਦਾ	da
ਕਾਰਨ	karn
ਬਣਨ	banan
ਪੋਸਟ	post
ਕਰਨ	karn
ਦੇ	de
ਦੋਸ਼ੀਆਂ	doshiyan
ਨੂੰ	nu
ਗ੍ਰਿਫਤਾਰ	giraftar
ਕਰਨ	karn
ਦੀ	di
ਤਾਕਤ	takat
ਦਿੱਤੀ	ditti
ਸੀ	si
</s>	</s>
ਆਲਦੋ	aaldo
ਮੋਨਤਾਨੋ	montano
ਇੱਕ	ek
ਇਤਾਲਵੀ	etalavi
ਤਲਵਾਰਬਾਜ਼	talvarbaz
ਹੈ	hai
