තන්ත්‍රයන්ට	thanthrayanta
දුරටත්	duratath
අවශ්‍යය	awashya
නොවන	nowana
අතර	athara
ඒවා	ewa
යථාර්ථ	yathartha
ආධීනතාව	adinathawa
ලෙස	lesa
හඳුන්වයි	handunwai
</s>	</s>
සබීතා	sabitha
පෙරේරා	perera
</s>	</s>
විදේශ	videsha
රාජ්‍යන්	rajyan
කිහිපයක්ද	kihipayakda
කිලිනොච්චිය	kilinochchiya
අත්පත්	athpath
කර	kara
ගැනීම	ganeema
පිලිබඳ	pilibanda
අදහස්	adahas
දැක්වීය	dekweeya
</s>	</s>
ඒවාට	ewata
වෙනස්	wenas
රසායනික	rasayanika
ගුණ	guna
තිබිය	thibiya
හැක	heka
</s>	</s>
උද්‍යානයේ	udyanaye
පවතින	pawathina
ශාක	shaka
ප්‍රජාව	prajawa
වියළි	wiyali
සදාහරිත	sadaharitha
වනාන්තර	wananthara
වලට	walata
අයත්	ayath
වේ	we
</s>	</s>
ජීවානුහරණය	jeewanuharanaya
කරන	karana
ලද	lada
පෝෂ්‍ය	poshya
මාධ්‍යය	madya
තුලට	thulata
ක්ෂුද්‍ර	ksudra
ජීවීන්	jeeween
ඇතුල්	athul
කිරීම	kireema
අක්‍රාමණය	akramanaya
ලෙස	lesa
හඳුන්වයි	handunwai
</s>	</s>
උදා:නිලියන්	uda:niliyan
නාට්‍යමය	natyamaya
නිෂ්පාදනයක	nishpadanayaka
පළමු	palamu
දින	dina
රාත්‍රියේ	rathriye
දී	dee
රගපෑමට	rangapemata
එකගවීම	ekangaweema
කො‍න්දේසියක්	kondesiyak
වන	wana
අතර	athara
ගායකයකු	gayakayaku
විසින්	visin
සංගීත	sangeetha
සන්දර්ශනයක	sandarshanayaka
පෙරපුහුණුවීම්	perapuhunuweem
සදහා	sandaha
පළමු	palamu
දින	dina
3	3
තුල	thula
සහභාගී	sahabahi
වීමට	weemata
එකග	ekanga
වීම	weema
ප්‍රතිඥාවකි	prathignawaki
</s>	</s>
අප	apa
ජීවත්	jeewath
වන	wana
බව	bhawa
පෘතුවිය	pruthiviya
ඇතුළු	athulu
සෞරග්‍රහ	sauragraha
මණ්ඩලය	mandalaya
පිහිටා	pihita
ඇත්තේ	aththe
ඔරායන්	orayan
බාහුව	bahuwa
තුළය	thulaya
</s>	</s>
වයණය	wayanaya
වැලි	weli
හා	ha
මැටි	mati
වලින්	walin
සමන්විතය	samanwithaya
</s>	</s>
මෙම	mema
ශ්‍රිත	shritha
වල	wala
ප්‍රතිලෝම	prathiloma
ශ්‍රිතයන්ට	shrithayanta
පිලිවෙලින්	piliwelin
චාප	chapa
සයිනය	signaya
චාපකෝසයිනය	chapakosinaya
හා	ha
චාප	chapa
ටැංජනය	tanenaya
ලෙස	lesa
හදුන්වනු	handunwanu
ලැ‍බේ	labe
</s>	</s>
දේව	deva
දුතයා	doothaya
කිවූ	kiwoo
දේම	dema
මුහම්ද්තුමාණෝ	muhammadthumano
නැවත	newatha
කීහ	keeha
</s>	</s>
ඊට	eeta
අමතරව	amatharawa
සමස්ථානික	samasthanika
විශ්ලේෂණයේදී	vishleshanayedee
භූගෝලීය	bhoogoleeya
පාෂාණ වලින්නියොන්	pashanawalin niyon
21	21
වල	wala
කොස්මික්	cosmic
කිරණ	kirana
ආදර්ශනය	adarshanaya
කරයි	karai
</s>	</s>
බදුල්ල	badulla
දිස්ත්‍රික්කයේ	distrikkaye
හපුතලේ	haputale
ඡන්ද	chanda
කොට්ඨාසයේ	kottashaye
කොස්ලන්ද	koslanda
නගරයට	nagarayata
නුදුරින්	nudurin
වැල්ලවාය	wellawaya
පාරේ	pare
පිහිටා	pihita
ඇත	atha
</s>	</s>
මීට	meeta
අමතරව	amatharawa
ඔහු	ohu
පාකිස්ථාන	pakisthana
රජය	rajaya
තුළ	thula
ජීවිතාන්තය	jeevithanthaya
දක්වා	dakwa
වන	wana
අමාත්‍ය	amathya
ධුරය	dhooraya
ද	da
ඉසිලී	isilee
ය	ya
</s>	</s>
උන්	un
වහන්සේ	wahanse
පලමු	palamu
ධර්ම	dharma
දේශනාව	deshanawa
පැවැත්වූයේ	pawathwuye
උන්වහන්සේ	unwahanse
සමග	samaga
තවූස්	thawus
දම්	dam
පිරෑ	piroo
පස් වගතවුසන්	paswaga thawusan
හටය	hataya
</s>	</s>
රටා	rata
යෙදූ	yedu
ලැයිස්තු	layisthu
අයිතමය	aithamaya
</s>	</s>
මඩු	madu
ප්‍රාදේශීය	pradeshiya
ලේකම්	lekam
කොට්ඨාසය	kottashaya
</s>	</s>
සේකර	sekara
දවල්	dawal
හීන	heena
ද	da
දකින්නෙකි	dakinneki
</s>	</s>
මිත්‍රත්ව	mithrathwa
උත්සව	uthsawa
</s>	</s>
මෙහි	mehi
අතට	athata
අහුවෙන	ahuwena
ස්ථානය	sthanaya
අල්ලුව	alluwa
ලෙස	lesa
හදුන්වන	handunwana
අතර	athara
මෙය	meya
පිත්තල	piththala
වලින්	wali
පුරවා	purawa
ඇත	atha
</s>	</s>
අද	ada
පවා	pawa
පැරණි	perani
ලියවිලි	liyawil
1990	1990
දශකයට	dashakayata
පෙර	pera
හෝ	ho
මානව	manawa
ශාස්ත්‍ර	shasthra
විද්වත්	widwath
ලිපි	lipi
කියවීමට	kiyaweemata
නම්	nam
යමෙකුට	yamekuta
චීන	cheena
අක්ෂර	akshara
පිළිබඳ	pilibanda
හොඳ	honda
අවබෝධයක්	awabodhayak
තිබීම	thibeema
අත්‍යාවශ්‍ය	athyawashya
ය	ya
</s>	</s>
එමෙන්ම	emenma
මොවුන්	mown
විසින්	wisin
කරන	karana
ලද	lada
විවිධ	wiwida
ක්‍රියාකාරකම්	kriyakarakam
හා	ha
ශාන්තිකර්ම	shanthikarma
පිළිබඳ	pilibanda
ඉතා	itha
හොඳින්	hondin
හා	ha
පැහැදිලිව	pahadiliwa
මෙ‍ම	mema
ගුහා	guha
චිත්‍ර	chithra
තුළින්	thulin
පෙන්නුම්	pennuam
කෙ‍රේ	kere
</s>	</s>
ව්‍යාජ	vyaja
DNA	dna
වාර්තා	wartha
ඉදිරිපත්	idiripath
කරන	karana
ඇය	aya
සිය	siya
දරුවාගේ	daruwage
පියා	piya
අභි	abhi
බව	bawa
පවසන්නේ	pawasanne
ඔහුව	ohuwa
යලි	yali
හිමි	himi
කරගන්නටයි	karagannatai
</s>	</s>
විශේෂයෙන්	wisheshayen
භෙසජ්ජක්‍ඛන්‍ධකයෙහි	bhesajjakkandakayehi
පළමු	palamu
කොටසෙහි	kotasehi
මෙලෙස	melesa
භික්ෂුන්ට	bhikshunta
වැළඳුනු	welandunu
විවිධ	wiwida
රෝග	roga
අරඹයා	arambaya
අනුදැන	anudana
වදාරන	wadarana
ලද	laka
ප‍්‍රතිකාර	prathikara
ක‍්‍රම	krama
පිළිබඳව	pilibandawa
සුවිශේෂී	suviseshi
වශයෙන්	washayen
අන්තර්ගත	anthargatha
වේ	we
</s>	</s>
2001	2001
වසරේ	wasare
සැප්තැම්බර්	september
11	11
වැනිදා	wenida
උදැසන	udasena
අල්	al
කයිඩා	kida
සාමාජික	samajika
ගුවන්	guwan
යානා	yana
පැහැරගන්නන්	peharagannnan
පිරිසක්	pirisak
විසින්	wisin
ඒකාබද්ධ	ekabadda
ත්‍රස්ත	thrastha
ක්‍රියාවක්	kriyawak
වශයෙන්	washayen
බෝයින්	boeing
767	767
වර්ගයේ	wargaye
ගුවන්	guwan
යානා	yana
දෙකක්	dekak
ලෝක	loka
වෙළඳ	welanda
මධ්‍යස්ථානයේ	madyasthanaye
නිවුන්	niwun
කුලුණු	kulunu
දෙක	deka
තුලට	thulata
එක්	ek
කුලුනකට	kulunakata
එක	eka
බැගින්	begin
පියාසර	piyasara
කරවන	karawana
ලදී	ladi
</s>	</s>
මාවල්	mawal
ස්ටූඩියෝස්	studiyos
චිත්‍රපටි	chithrapati
හා	ha
ටී	tv
</s>	</s>
කෙසේ	kese
වෙතත්	wethath
නිල	nila
වශයෙන්,දේශපාලන	washayen,deshapalana
වශයෙන්	washayen
එය	eya
ඉරානය	iranaya
නමින්	namin
හඳුන්වයි	handunwai
</s>	</s>
24	24
සඳ	sanda
මහරජානෝ	maharajano
ක්‍රිෂ්ණජිනාවන්ගේ	krishnajinawange
බරට	barata
කිරා	kira
රන්	ran
මසු	masu
දුන්	dun
වග	waga
</s>	</s>
එක්	ek
පැත්තකින්	peththekin
සොකරි	sokari
අත්පිටපත	ath pitapatha
අතින්ගත්	athingath
ගුරුන්නාන්සේ	gurunnanse
ද	da
හොරණෑ	horana
වාදකයෙකු	wadakayeku
ද	da
තාලම්පට	thalamptata
වාදකයෙකු	wadakayeku
ද	da
දවුල්	dawul
හෝ	ho
ගැටබෙර	getabera
වාදකයෙකු	wadakayeku
ද	da
උඩැක්කි	udakki
වාදකයෝ	wadakayo
ද	da
ගුරුන්නාන්සේ	gurunnanse
සමඟ	samage
පෙළ	pela
කියවීම	kiyaweema
සඳහා	sandaha
අත්වැල්	athwal
ගායක	gayaka
පිරිසක්	pirisak
ද	da
සිටිති	sitithi
</s>	</s>
එහෙත්	eheth
1582	1582
වන	wana
විට	wita
රජු	raju
වාර්ෂිකව	warshikawa
ඇතුන්	athun
10	10
ක්	k
හෝ	ho
ඒ	e
වෙනුවට	wenuwata
මුදල්	mudal
හෝ	ho
කප්පම්	kappam
වශයෙන්	washayen
ගෙවමින්	gewamin
සිටියේය	sitiyeya
</s>	</s>
මහනුවර	mahanuwara
ත්‍රිත්ව	thrithwa
විද්‍යාලයේ	vidyalaye
අධ්‍යාපනය	adyapana
ලත්	lath
හෙතෙම	hemin
1989	1989
දී	di
ශ්‍රී	sri
ලංකා	lanka
යුධ	yuda
හමුදාවට	hamudawata
සම්බන්ධ	sambanda
වූ	wu
අතර	athara
,	,
මුලික	mulika
පුහුණුවෙන්	puhunuwen
පසු	pasu
ශ්‍රී	sri
ලංකා	lanka
සිංහ	sinha
රෙජිමේන්තුවේ	rejimenthuwe
දෙවන	dewana
ලුතිනන්	luthinan
වරයකු	warayeku
ලෙස	lesa
සේවයේ	sewaye
පිහිටුවන	pihituwana
ලදී	ladee
.	.
</s>	</s>
ඔසරිය	osariya
</s>	</s>
මා	ma
වක්‍රය	wackraya
සාමාන්‍යයෙන්	samannayen
අදිනු	andinu
ලබන්නේ	labanne
මූලයට	moolayata
අවතල	awathala
ලෙසය	lesaya
</s>	</s>
රුක්	ruk
හා	ha
ලඳු	landu
වගාව	wagawa
යනු	yanu
ගස්	gas
හා	a
පඳුරු	panduru
වගාවයි	wagawai
</s>	</s>
ගැමි	gemi
ඡනයා	janaya
අතර	athara
පැන	pena
නැගුන	neguna
ස්වාධීන	swadheena
දේශීය	desheeya
කලාංගයක්	kalangayak
මෙන්ම	menma
යාතුකර්මයක්	yathukarmayak
වශයෙන්	washayen
ද	da
සොකරි	sokari
නාටකය	natakaya
හැඳින්වීමට	handinweemata
පුළුවන	puluwana
</s>	</s>
ඒ	e
අනුව	anuwa
දෙමළ	demala
භාෂාවෙන්	bhashawen
සිංහල	sinhala
බසට	basata
තත්භව	thathbawa
වූ	wu
වචනයක්	wachanayak
ලෙස	lesa
කෝවිල්	kowil
යන	yana
වචනය	wachanaya
දැක්විය	dekwiya
හැක	heka
</s>	</s>
එය	eya
ජන	jana
වාර්ගික	wargika
ගැටුමට	getumata
සාධනීය	sadhaneeya
පියවරක්	piyawarak
වේ	we
</s>	</s>
පර්වත	parwatha
ශිඛරයේ	shikaraye
ඉහළම	ihalama
කෙළවරේ	kelaware
සෘජුව	rijuwa
උස්‌	us
වූ	wu
පර්වත	parwatha
තලයේ	thalaye
අවදානම්	awadanam
අයුරින්	ayurin
සකස්‌	sakas
කර	kara
ඇති	athi
අඩි	adi
8	8
ඞ	da
6	6
ඞ	da
4	4
දිග	diga
පළල	palala
සහ	saha
උස	usa
ප්‍රමාණයෙන්	pramanayen
අයුත්	ayuth
භාවනා	bhawana
අසපුවකි	asapuwaki
</s>	</s>
අප්‍රවර්ත	aprawartha
නිශේධක	nishedhaka
</s>	</s>
මිය	miya
යන	yana
විට	wita
අසූ	asu
දෙවැනි	dewani
වියේ	wiye
පසු	pasu
වූ	wu
ජයසේනයන්	jayasenayan
වේදිකාව	wedikawa
සිනමාව	cinemawa
හා	ha
රූපවාහිනිය	rupavhiniya
හරහා	haraha
සිය	siya
කලා	kala
කෞශල්‍ය	kaushalya
විදහා	vidaya
දැක්වු	dakwu
ජ්‍යෙෂ්ඨ	jeyesta
කලාකරුවෙකි	kalakruweki
</s>	</s>
ආතර්	arthur
ඩේල්ස්	dales
</s>	</s>
සත්ත	saththa
වණිජ්ජා	wanijja
මස්	mas
පිණිස	pinisa
සතුන්	sathun
වෙළඳාම	welandama
</s>	</s>
ගැහැණු	gehanu
ක්‍ෂීරපායින්ගේ	ksheerapayinge
ගර්භනී	grabani
සමයේ	samaye
අගදී	agadi
සහ	saha
ප්‍රසූතියෙන්	prasuthiyen
මුල්	mul
දින	dina
කීපය	keepaya
තුලදී	thuladi
ස්ථන	sthana
ග්‍රන්ථි	granthi
වලින්	walin
නිපදවෙන	nipadawena
කිරි	kiri
මුල්	mul
කිරි	kiri
නම්වේ	namwe
</s>	</s>
විෂබීජ	visabheeja
පිළිබඳ	pilibanda
නියමය	niyama
යෝජනා	yojana
නොකළ	nokala
මුල්ම	mulma
පුද්ගලයා	pudgalaya
පාස්චර්	pasture
නොවුණත්	nowunath
ගිරෝලැමෝ	girolamo
ෆ්‍රැකැස්ටෝරෝ	frakastoro
අගස්ටිනේ	agastine
බාසි	basi
ෆ්‍රෙඩ්රික්	fedrick
හෙන්ලි	henli
මෙම	mema
නියමය	niyamaya
නිවැරදි	niwaradi
බවට	bhawagta
තහවුරු	thahawuru
කරමින්	karamin
පරික්ෂණ	pareekshana
සිදු	sidu
කර	kara
යුරෝපය	europaya
පුරාවට	purawata
මෙම	mema
නියමය	niyamaya
ගෙන	gena
ගිය	giya
විද්‍යාඥයා	vidyagnaya
ඔහු	ohu
විය	wiya
</s>	</s>
ජෝන්	john
ඩොගට්	dogat
</s>	</s>
එබැවින්	ebawin
කිසිදු	kisidu
භෞතිකමය	bhauthikamaya
ඖෂධීය	aushadeeya
ප්‍රතිකාරයකින්	prathikarayakin
මෙම	mema
රෝගය	rogaya
සුවපත්	suwapath
කල	kala
නොහැකිවේ	nohakiwe
</s>	</s>
ඉක්මනින්	ikmanin
වැසිදිය	wesidiya
බැස	besa
යන	yana
සේ	se
තැනූ	thenu
යමහි	yamahi
වහල	wahala
සෙවිලි	sewili
කිරීමට	kireemata
භාවිතා	bhawitha
කර	kara
තිබෙනුයේ	thibenuge
පෙති	pethi
උළු	ulu
නමින්	namin
හැඳින්වෙන	handinwena
විශේෂ	wishesa
උළු	ulu
වර්ගයකි	wargayaki
</s>	</s>
හොවාඩ්	howad
කාටර්	cater
විසින්	wisin
මෙය	meya
නරඹා	naramba
ඇත	atha
කෙසේනමුත්	kesenamuth
1991ඔටෝ	1991oto
ෂේඩ්න්ගේ	shadenge
කැනීම්	kaneem
තෙක්ම	thekma
මෙය	meya
සම්පූර්ණයෙන්	sampoornayen
ගවේෂණයට	gaweshanayata
ලක්ව	lakwa
නොතිබිණි	nothibini
</s>	</s>
එහිදී	ehidi
ඝර්ෂණ	garshana
ආතතිය	athathiya
ඇති	athi
වේ	we
</s>	</s>
තලවකැලේ	thalawakele
බදුල්ල	badulla
දුමිරිය	dumriya
