තන්ත්‍රයන්ට	Thanthrayanta
ගක්හ්වංජොන්	gakhwanjon
ශාලාව,	shalawa,
ගුර්යේ	guruye
ප්‍රාන්තය	pranthaya
</s>	</s>
ශ්‍රී	Sri
ලංකාව	Lankawa
ජාත්‍යන්තර	jathyanthara
මට්ටමේ	mattame
දස්කම්	daskam
නොපෙන්නුවද,	nopennuwada,
රගර්	rugger
වල	wala
දියුණුව	diyunuwa
තකා	thaka
පැවැත්වෙන	pawathwena
සමාජ	samaja
තරඟ	tharanga
සදහා	sandaha
පැමිණෙන්නන්ගෙන්	paminennangen
අඩුවක්	aduwak
නොතිබෙන	nothibena
අතර	athara
එය	eya
හතලිස්දහසක්	hathalishdasak
හෝ	ho
පනස්දහසක්	panasdahasak
පමණ	pamana
වේ.	we.
</s>	</s>
මේදය	Medaya
සදහා	sandaha
ලබාදී	labadee
ඇති	athi
මෙම	mema
නිදසුන්	nidasun
සංතෘප්ත	santhruptha
මේද	meda
සහ	sa
අසංතෘප්ත	asanthruptha
මේද	meda
ලෙස	lesa
වර්ගීකරණය	wargeekaranaya
කරයි.	karai.
</s>	</s>
මෙම	Mema
කාලයේ	kalaye
දේවදත්ත	dewadaththa
තෙරැන්	therun
(ධප්‍ර	(Dapra
රහත්භාවයට	rahathbawayata
පැමිණ	pamina
නොසිටියේය)	nositiyeya)
බුදුරජාණන්	budurajanan
වහන්සේට	wahanseta
අනතුරැ	anathuru
කිරීම	kireema
දහා	sandaha
කිහිප	kihipa
වාරයක්	warayak
උත්සහ	uthsaha
කළේය.	kaleya.
</s>	</s>
මෙතිල්	Methil
අයිසො	aiso
සයනේට්	sionate
ආශ්වාස	ashwasa
කිරීම	kireema
නිසා	nisa
ඇස්වල	eswalka
දැවිල්ලක්	dawillak
හටගන්නා	hataganna
අතර	athara
පෙනහළු	penahalu
වලින්	walin
ඔන්සිජන්	oxygen
බැහැර	bahara
විමෙන්	weemen
හුස්ම	husma
සිරවී	sirawee
මරණය	maranaya
සිදුවේ.	siduwe.
</s>	</s>
මෙම	Mema
චිත්‍රපටය	chithrapataya
එරික්	erik
සේගල්ගේ	segalge
ලව්	love
ස්ටෝරි	story
නවකථාවේ	nawakathawe
නූතන	noothana
අනුවාදයක්	anuwadayak
සේ	se
සැලකේ.	selake.
</s>	</s>
ශබ්ද	Shabda
සහාය	sahaya
-	-
පාලිත	Palitha
සිල්වා,	Silva,
සරත්	Sarath
සිරිබද්ධන	Siribaddana
</s>	</s>
එසේ	Ese
සකස්	sakas
කර	kara
ගනු	ganu
ලබන්නේ	labanne
තෙතමනය	thethamanaya
හා	ha
ආලෝකය	alokaya
නිසි	nisi
පරිදි	paridi
පාලනය	palanaya
කර	kara
ගැනීම	geneema
සඳහාය.	sandahaya.
</s>	</s>
ඩොරුඩොන්ට්ස්ලා	Dorudontsla
වර්තමානයෙ	warthamanaye
ඔබ	oba
දකින	dakina
සියළු	siyalu
තල්මසුන්	thalmasun
සහ	saha
ඩොල්ෆිනයන්ගෙ	dolphinayange
පූර්වජයා..	poorwajaya
</s>	</s>
ඒ	E
අතර	athra
පළමු	palamnu
වැන්න	wenna
වන්නේ	wanne
පරිසරයට	parisarayata
අනුව	anuwa
පැවැත්ම	pawathma
රැක	reka
ගැනිමට	ganeemata
හැකියාවක්	hekiyawak
තිබිමයි.	thibeemai.
</s>	</s>
එදා	Eda
මෙන්ම	menma
අද	ada
ද	da
මෙම	mema
ප්‍රදේශයේ	pradeshaye
ජනතාවට	janathawata
බත	batha
සපයන්නේ	sapayanne
නැවත	nethiwa
ප්‍රතිෂ්ඨාපනය	prathishtapanaya
කර	kara
ඇති	athi
එම	ema
වැව්	wew
අමුණු	amunu
සහ	saha
ඇළ	ala
මාර්ග	marga
වේ.	we.
</s>	</s>
ව්‍යවහාරික	Wyawaharika
ආර්ථික	artrhika
මිතිය	mithiya
සඟරාව	sangarawa
</s>	</s>
එවකට	Ewakata
රාජ්‍ය	rajya
සේවයේ	sewaye
ඉසිඹු	isimbu
ලබා	laba
සිටි	siti
ලංකාවේ	lankawe
මුල්ම	mulma
සිංහල	sinhala
උපාධිධාරීන්	upadidarin
අතුරින්	athurin
අයෙකුවූ	ayekuwu
සන්තියාගු	santhiyagu
තෝමස්	thomas
ද	de
සිල්වා	silva
ශ්‍රීමතානෝ	srimathano
මෙම	mema
විද්‍යාලයේ	vidyalaye
ආදි	adi
කර්තෘ	karthru
ලෙස	lesa
සලකනු	salakanu
ලබයි.	labai.
</s>	</s>
ශ්‍රී	Sri
ලංකාවේ	Lankawe
දකුණු	dakunu
මධ්‍යම	madyama
කොටස	kotasa
හෙවත්	hewath
විෂම	wishama
මධ්‍යම	madyama
කඳුකරය	kandukaraya
රට	rata
මැද	meda
පිහිටා	pihita
ඇත.	atha.
</s>	</s>
සුසී	Susee
චීනය	cheenaya
නැවත	newatha
එක්කල	ekkala
අතර	athara
නොයෙක්	noyek
සංස්ථා	sanstha
ගොඩ	goda
නගා	naga
ලද	lada
අතර	athara
පසුව	pasuwa
එය	eya
ඔවුන්ගේ	owunge
අනුප්‍රාන්තියන්	anuprapthiyan
තෝර	thora
ගත්හ.	gathha.
</s>	</s>
උදාහරණයක්	Udaharanayak
ලෙස ,	lesa,
අයිසො	aiso
බියුටේන්	bytain
හා	ha
අයිසො	aiso
බියු‍ටීන්	buteen
එකිනෙකට	ekinekata
ප්‍රතික්‍රියා	prathikriya
කරවා	karawa
ගැසොලින්	gasolin
(පෙට්‍රොල්)හි	(petrol) hi
ඔක්ටේන්	oktain
අංකය	ankaya
වැඩි	wedi
කිරීමේ	kireeme
සංයෝගයක්	sanyogayak
වන	wana
අයිසො	aiso
ඔක්ටේන්	oktain
සාදා	sada
ගැනීමේදී	ganeemedi
උත්ප්‍රේරකයක්	uthprekayak
ලෙස	lesa
ක්‍රියා	kriya
කරයි.	karai.
</s>	</s>
මුදල්	Mudal
කොමිසන්	commission
සභාවේ	sabhawe
අනුමැතිය	anumathiya
මත	matha
වාර්ෂිකව	warshikawa
පළාත්	palath
සභා	sabha
සඳහා	sandaha
මුදල්	mudal
බැර	bera
කෙරේ.	kere.
</s>	</s>
තරුණයින්	Tharunayin
පිළිබඳ	pilibanda
ජනාධිපති	janadipathi
කොමිෂන්	commission
සභා	sabha
වාර්තාව	warthawa
අනාගත	anagatha
අධ්‍යාපනය	adyapanaya
සඳහා	sandaha
විෂය	wishaya
මාලා	mala
සැලසුම්	selasum
කළ	kala
යුතු	yuthu
ආකාරය	akaraya
මෙසේ	mese
ප්‍රකාශ	prakasha
කරයි."ශිෂ්‍යයින්	karai."Shishyayin
සතු	sathu
ආවේණික	awenika
හැකියාවන්	hekiyawan
පූර්ණ	poorna
තත්ත්වයෙන්	thathwayen
සංවර්ධනය	sanwardanaya
කර	Kara
ගැනීමට	ganeemata
හැකිවන	heki wana
පරිදි	paridi
විෂයමාලා	wishayamala
කටයුතු	katayuthu
හා	ha
ඉන්	in
බැහැර	behara
කටයුතු	katayuthu
අතර	athara
දැනට	denata
වඩා	wada
ඒකාබද්ධතාවක්	ekabhaddathawak
ඇතිවන	athiwana
පරිදි	paridi
අනාගත	anagatha
විෂය	wishaya
මාලා	mala
සැලසුම්	selasum
කළ	kala
යුතුය. "(1990:30).	yuthuya."(1990:30).
</s>	</s>
රෝෂිණි	Roshini
තෙන්නකෝන්	Thennakoon
</s>	</s>
තනිව	Thaniwa
අයනීකරණය	iornikaranaya
වූ	woo
යකඩ	yakada
කාණ්ඩයේ	kandaye
මුලද්‍රව්‍ය	mooladrawya
වල	wala
සම්පූර්ණ	sampoorna
Gf	Gf
අගයන්	agayan
මුලින්ම	mulinma
ඉදිරිපත්	idiripath
කරන	karana
ලද්දේ	ladde
කොරෝලිස්,	korolies,
බො‍ස්මාන්	Biosman
සහ	saha
වෝනර්	Woner
විසිනි.	wisini.
</s>	</s>
හෙතෙම,	Hethema,
ජෝන්	John
මැනුවෙල්,	Manuel,
පෘතුගාලයේ	pruthugalaye
කුමාරයා	kumaraya
සහ	saha
ඔහුගේ	ohuge
භාර්යාව	bharyawa
වූ	wu
ඕස්ට්‍රියාවේ	ostriyawe
ජොවානාගේ	jowanage
පුත්‍රයා	puthraya
විය.	wiya.
</s>	</s>
නාගරික	Nagarika
හා	ha
නගරාසන්න	nagarasanna
ප්‍රදේශයන්	pradeshayan
හි	hi
ආලෝක	aloka
දූෂණය	dooshanaya
හේතුවෙන්	hethuwen
ක්ෂීරපථය	ksheerapathaya
දර්ශනය	drashanaya
අපහසු	apahasu
වන	wana
අතර,	athara,
ඉතා	itha
විශිෂ්ඨ	wishista
දර්ශනයක්	darshanayak
ග්‍රාමීය	grameeya
ප්‍රදේශ	pradesha
වල	wala
දී	di
ලැබේ.	labe.
</s>	</s>
පරිගණකයේ	Pariganakaye
බුද්ධිමය	buddhimaya
හැකියාව	hekiyawa
</s>	</s>
ඕසෝන	Osona
අඩුවීම	aduweema
නිරීක්ෂණය	nireekshanaya
කර	kara
ව්‍යාපෘතියක්	vyapruthiyak
සකසා	sakasa
මොන්ට්‍රියොල්	montriyol
සම්මුතියට	sammuthiyata
අනුව	anuwa
CFC	CFC
සහ	saha
හැලෝන	helona
නිපදවීමද,	nipadaweemada,
ඕසෝන	osona
ක්ෂය	kshya
කරන	karana
රසායන	rasayana
ද්‍රව්‍යයක්	drawyayak
වන	wana
කාබන්ටෙට්රා	carbontetra
ක්ලෝරයිඩ්	chloride
සහ	saha
ට්රෝයික්ලෝරෝඊතේන්	troichloethain
නිපදවීමද	nipadaweemada
තහනම්	thahanam
කරන	karana
ලදී.	ladee.
</s>	</s>
ඒ	E
නිසා	nisa
මෙය	meya
හුදු	hudu
අතිශයෝක්තියකැයි	athishayokthiyakei
සිතිය	sithiya
හැක.	heka.
</s>	</s>
අෂීස්	Ashees
සන්ජා	sanja
(උපත	(upatha
8	8
සැප්තැම්බර්	September
1946)	1946)
යනු,	yanu,
ඩීඑන්ඒ	DNA
අළුත්වැඩියාව,	aluthwediyawa,
සෛල	saila
චක්‍ර	charka
අවේක්ෂණ	awekshana
ලක්ෂ්‍යයන්	lakshayan
සහ,	saha,
දෛනික	dainika
පුනරාවර්තන	punarawarthana
ඝටිකාව	ghatikawa
පිළිබඳ	pilibanda
විශේෂඥතාවයක්	wisheshagnathawayak
උසුලන	usulana
තුර්කි	thurki
ජෛව	jaiwa
රසායනඥයෙක්	rasanagnayek
සහ	saha
අණුක	anuka
ජෛව	jaiwa
විද්‍යාඥයෙකි.	vidyagnayeki.
</s>	</s>
පොසිට්‍රෝන	Positrona
සමඟ	samana
ගැටීමෙන්	gateemen
ඉලෙක්ට්‍රෝන	electrona
විනාශ	winasha
වී	wee
යා	ya
හැකි	haki
අතර	athara
තාරීය	thariya
න්‍යෂ්ටිජනනයෙහි	nyastijananayehi
දී	dee
උරා	ura
ගනු	ganu
ලැබීමට	labeemata
ද	da
පුළුවන.	puluwana.
</s>	</s>
එහි	Ehi
පැවසෙන්නේ	pewasenne
"16වන	''16wana
සහ	saha
17වන	17wana
සියවස්වල	siyawaswala
පැළඳි	palandi
ජංඝා	jangha
පෙදෙසෙන්	pedesen
අර්ධයක්	ardhayak
පමණ	pamana
පහළට	pahalata
විහිදුණු	vihidunu
සම්පූර්ණ,	sampoorna,
එල්ලා	ella
වැටෙන	wetene
සරුවාලයක්	saruwalayak
බවයි."	bawai.''
</s>	</s>
ෆෙලිනේ	Feline
සඳහා	sandaha
අදාළ	adala
මාධ්‍ය	madya
විකිපීඩියා	wikipeedia
කොමන්ස්හි	komanshi
ඇත	atha
</s>	</s>
ග්යේයු	gyeyu
අභිලේඛනය	abhilekanaya
සහිත	sahitha
දහසක්	dahasak
බුදුන්	bodun
ශිලාව,	shilawa,
ගොංජු	gonju
</s>	</s>
මිනිස්	Minis
ලෝකයේ	lokaye
මාතෘත්වය	mathruthwaya
කාන්තාවන්ට	kanthawanta
පමණක්	pamanak
පොදු	podu
දෙයක්	deyak
වුවද	wuwada
එය	eya
සත්ත්ව	sathwa
ලෝකයට	lokayata
නම්	nam
පොදු	podu
සම්මතයක්	sammathayak
නොවේ.	nowe.
</s>	</s>
මේ	Me
අතර	athara
ඉන්දර්	indar
පුස්තකාලයට	pusthakalayata
පැමිණෙන්නේ	paminenne
හිටපු-දෝෂිතයකුට	hitapu-doshithayakuta
කියවීමට	kiyaweemata
සුදුසු	sudusu
පොත්	poth
මොනවාදැයි	monawadai
ඇගෙන්	agen
විමසමිනි.	wimasamini.
</s>	</s>
ක්‍රිස්තු	Kristhu
වර්ෂ	warsha
625	625
(DCXXV)	(DCXXV)
යනු	yanu
ජූලියානු	juliyanu
දින	dina
දසුන	dasuna
ප්‍රකාර,	prakara
අඟහරුවාදා	angaharuwada
දිනයකින්	dinayakin
ඇරඹෙන	arambena
සාමාන්‍ය	samanya
අවුරුද්දක්	awuruddak
(බැඳිය	(bandiya
විසින්	wisin
මුළු	mulu
දින	dina
දසුන	dasuna
දක්වනු	dakwanu
ඇත)	atha)
විය.	wiya.
</s>	</s>
(වලි	(Wali
පලිග	paliga
1970	1970
බලන්න)	balanna)
ව්‍යාකරණ	wyakarana
සහ	saha
භාෂාව	bhashawa
අතර	athara
සම්බන්ධය	sambandaya
අර්ථ	artha
දැක්විමේදී	dakweemedi
නිතිය	neethiya
යන	yana
සමාජිය	samajeeya
රූපක	roopaka
සදහන්	sandahan
කළ	kala
අතර	athara
තම	thama
මෙම	mema
මතයන්	mathayan
කාණ්ඩ	kanda
ප‍්‍රමිතින්ට	pramitheenta
සමානදැයි	samanadai
ස්ගුරෝටි	sguroti
විස්තර	wisthara
කරන	karana
ලදි.	ladi.
</s>	</s>
අවශ්‍ය	Awashya
විටක	witaka
තාක්‍ෂණික	thakshanika
කමිටු	kamitu
විසින්	wisin
ජාතික	jathika
මට්ටමේ	mattame
තාක්‍ෂණික	thakshanika
ආයතනයන්හි	ayathanayanhi
ප‍්‍රධානීන්ගේ	pradhaneenge
හා	ha
විශේෂ	wishesa
ක්‍ෂේත‍්‍රයන්හි	kshethrayanhi
විශේෂඥයන්ගේ	wishesagnayang
රැස්වීම්	resweem
කැඳවිය	kandawiya
හැක.	heka.
</s>	</s>
”පත්‍රකලාවේදීන්ගේ	Pathrakalawedeenge
වගකීම	wagakeema
නම්	nam
සත්‍ය	sathya
සොයා	soya
ගොස්	gos
සිදුවීම්	siduweem
පිළිබදව	pilibandawa
සාධාරණ	sadarana
විස්තරයක්	wistharayak
සැපයිමය.	sepayeemaya.
</s>	</s>
වැරදි	Weradi
වචන	wachana
හා	ha
ඡායාරූප	chayaroopa
භාවිතා	bhawitha
කිරීම	kireema
නිසා	nisa
නේපාලයේ	nepalaye
එරිත්‍රියාවේ	erithriyawe
සහ	saha
චීනයේ	cheenaye
මාධ්‍යවේදීන්ට	madyawedeenta
වසර	wasara
ගණනාවක්	gannawak
සිර	sira
බත්	bath
කෑමට	kemata
සිදුවිය.	siduwiya.
</s>	</s>
දර්ශනයක	Darshanayaka
අන්තර්ගත	anthargatha
විවිධ	wiwida
හැගිම්	hangeem
නියමාකාරයෙන්	niyamakarayen
මතු	mathu
කර	kara
ගැනීමට	ganeemata
ආලෝක	aloka
ආචරණ	awarana
බහෙවින්	behewin
දායක	dayaka
වේ.	we.
</s>	</s>
කිම්	Kim
මොන්හී	Monhi
(පසුව	(Pasuwa
මන්මියුන්ග්	Manmiyung
රැජින)	rajina)
යුෂින්ගේ	Yusinghe
මිතුරු	mithuru
කිම්-චුන්චු	kim-winwu
(පසුව	(pasuwa
මුයෝල්	muyol
රජු)	raju)
සමග	samaga
විවාහ	vivaha
විය.	wiya.
</s>	</s>
සමාජ	Samaja
විද්‍යාත්මක	vidyathmaka
දෘෂ්ටිකෝණයට	drushtikonayata
අනුව	anuwa
සෞඛ්‍යය	saukya
යනු	yanu
ජීවවිද්‍යාත්මක	jeewawidyathmaka
ගැටලූකාරි	getalukaree
තත්වයක්	thathwayak
සේම	sema
සමාජයීය	samajayeeya
