پاڪستان	Pakistan
نعمت	namt
الله	allah
ولد	walid
مخدوم	makhdoom
اسحاق	ashak
به	bi
اتي	ute
ئي	ie
پڙهيو	parhiyo
هو.	ho.
</s>	</s>
جنهن	jahin
۾	men
ماضي	maze
۽	aen
حال	haalu
۾	men
ٻاراڻي	baraani
ادب	adabu
۾	men
پنهنجون	panhinjon
خدمتون	khidmaton
سرانجام	sirunajaam
ڏيندڙ	dinuddr
شاعرن	shaairan
کي	khe
هڪ	hiku
هنڌ	handu
سهيڙي	shedre
”سنڌي	"sindhi
ٻاراڻي	baraani
شاعريءَ	shaairia
جي	je
اينٿالاجي“	aenathaalaaje"
ٺاهي	thaahe
آهي،	ahe,
جن	jin
۾	men
شاعرن	shaairan
جي	je
مڪمل	mukamil
بايو	baeo
ڊيٽا	ditta
سان	saan
گڏ	gadu
سندن	sandan
ڪلام	kalaam
جو	jo
نمونو	nmuno
پڻ	pinu
پيش	peshu
ڪيو	kayo
آهي.	ahe.
</s>	</s>
سنڌ	Sindh
آرڪائيوز	aarkaaieoz
1853ع	1853a
۾	men
چيف	chef
ڪمشنر	kamshnr
سنڌ	Sindh
جي	je
هٿ	hathu
هيٺ	heth
هڪ	hiku
مرڪزي	markazi
رڪارڊ	rkaard
روم	rom
طور	toru
قائم	qaaim
ٿي.	thi.
</s>	</s>
شاهه	shah
شهيد	shaheed
جي	je
شهادت	shhaadt
تي	te
ڏاڍو	daadho
پر	para
درد	dard
۽	aen
پرسوزمرثيو	parasozmrseo
فارسي	faarsi
زبان	zibaan
۾	men
لکيائين.	likhiian.
</s>	</s>
’نئين	naen
دنيا‘	duniyaa'
ڪتاب	kitaab
گهر	gharu
ڪراچي	karachi
جو	jo
ان	una
ڏس	disu
۾	men
وڏو	wado
ڪردار	kirdaar
آهي.	ahe.
</s>	</s>
2006ع:	2006:
سنڌي	sindhi
وڪيپيڊيا،	wikipedia,
کليل	khulyal
ڄاڻ	jaan
چيڪلي	chekule
جي	je
شروعات	shuruaat
ٿي.	thi.
</s>	</s>
ھتي	hte
ملندڙ	milanddr
لڳ	lagu
ڀڳ	bhg
48	48
ڪلو	kulo
ميٽر	mettr
جو	jo
اٽامي	attame
نالي	naale
ھڪ	hiku
شھابيو	shhabeo
جيڪو	jeko
ھن	hin
جي	je
مٿان	mathan
پوندڙ	ponddr
روشنيء	roshni
ڪارڻ	kaaran
مشھور	mshhor
آھي.	aahe.
</s>	</s>
لوڪ	lok
ادب	adabu
جي	je
ڄاڻن	jaanan
پرولي	parawalid
۽	aen
ڳجهارت	gjhaaratu
بابت	baabat
جيڪي	jeke
مثال	misal
ڏنا	dinaa
آهن،	ahin,
انهن	unhan
مان	maan
ڪجهه	kujh
هيٺ	heth
ڏجن	djin
ٿا.	thaa.
</s>	</s>
اِنهيءَ	ainhia
ڪري	kare
جيڪڏهن	jekadhin
انهيءَ	unahia
ڏس	disu
۾	men
اڳڀرو	agubharo
وڌڻو	wadhnro
آهي	ahe
ته	ta
ترجمي	trjme
۽	aen
اُن	una
جي	je
هنر	hinar
کي	khe
نظرانداز	nazaraandaaz
ڪرڻ	karanu
سولو	solo
ناهي.	naahe.
</s>	</s>
ملڪ	mulku
غازي	gaze
مغلن	mugaln
جي	je
حملن	hmilan
کان	khan
بچاءُ	bchau
لاءِ	laai
ملتان	multaan
۽	aen
ديبالپور	debalpur
۾	men
مضبوط	mazboot
قلعا	klaa
جوڙايا.	jodrayaa.
</s>	</s>
ڪِي“	kie"
ٿئي	thiay
ٿي،	thi,
جنھن	jahin
کي	khe
سنڌي	sindhi
ماڻھو	manhun
”خضر	"khzr
پير	peer
...	...
</s>	</s>
حسن	hasan
روحاني	ruhaani
</s>	</s>
اهي	uhe
گرم	garam
۽	aen
گهڻي	ghani
خوراڪ	khorak
وارن	waaran
علائقن	ilaiqan
ڏانهن	daanhan
لڏيندا	ldindaa
آهن	ahin
۽	aen
ڪجهه	kujh
مهينن	mhenn
کان	khan
پوءِ	poi
واپس	wapas
موٽي	moti
ويندا	windaa
آهن.	ahin.
</s>	</s>
گل	gul
تمام	tamam
سرها	sirhaa
ٿيندا	thindaa
آهن.	ahin.
</s>	</s>
اهڙيءَ	ahria
طرح	taraha
ٻين	biyan
بيمارين	bimaaren
يعني	yaini
”اسڪيل“	"askayal"
جي	je
صورت	soorata
۾	men
ميٽاسٽاڪس	mettasttaks
پاڻيءَ	paani
۾	men
ملائي	milaie
ڦوهارو	phohaaro
ڪن،	kan,
”مک“	"mkh"
جي	je
حالت	haalat
۾	men
ڊپٽريڪس	dputureks
يا	yaa
نوگاس	nogas
دوا	doa
جو	jo
ڦوهارو	phohaaro
مفيد	mfeed
ٿئي	thiay
ٿو.	tho.
</s>	</s>
غلام	ghulaam
فريد	fareed
صابري	sabri
</s>	</s>
منع	mana
ڪيل	kayal
وڻ	wanu
جو	jo
ميوو	meoo
کائڻ	khain
سبب	sababu
حضرت	hazrat
آدم	aadam
۽	aen
ان	una
جي	je
زال	zaala
بيبي	bebe
حوا	hoa
کي	khe
زمين	zamin
تي	te
لاٿو	laatho
ويو.	wayo.
</s>	</s>
مضمون	mazmoon
جي	je
لياقت	lyaakt
کان	khan
ساوءِ	saaoi
شاه	shaah
جي	je
شعر	shair
جي	je
عبارت	abaart
اڪثر	aksar
ڪري	kare
هڪجهڙائي	hikujahiraaie
آهي.	ahe.
</s>	</s>
هن	hin
ڊيمي	dime
سائيز	saaiz
ڪتاب	kitaab
جو	jo
ڪچو	kcho
جلد	jald
آهي،	ahe,
جنهن	jahin
۾	men
154	154
صفحا	sufhaa
ڏنل	dinal
آهن.	ahin.
</s>	</s>
البانيا	albunayaa
بلقان	blkuna
اپٻيٽ	apbetu
جي	je
ڏکڻ	dakhanu
اولھ	awalh
۾	men
واقع	oaka
آهي	ahe
جتي	jite
ان	una
جون	joon
حدون	hadaon
اتر	utar
اولھ	awalh
۾	men
مونٽي	munte
نيگرو،	negro,
اتر	utar
اوڀر	obhar
۾	men
ڪوسووو،	kwasooo,
اوڀر	obhar
۾	men
ميسيدونيا	mesayadonyaa
۽	aen
ڏکڻ	dakhanu
۽	aen
ڏکڻ	dakhanu
اوڀر۾	obharmen
يونان	eonuna
سان	saan
ملن	milan
ٿيون.	thiyun.
</s>	</s>
حضرت	hazrat
اسحاق	ashak
عليه	aleh
السلام	alsalaam
تمام	tamam
وڏي	wade
عمر	umar
ماڻي.	munue.
</s>	</s>
سمن	sman
جي	je
گھراڻي	ghraani
پنهنجي	pahinje
لاءِ	laai
”ڄام“	"jaamu"
جو	jo
لقب	lkb
مقرر	muqarar
ڪيو،	kayo,
جيڪو	jeko
بادشاهه	badshaah
يا	yaa
سلطان	sultaan
جي	je
برابر	baraabar
آهي.	ahe.
</s>	</s>
هن	hin
جيت	jet
کي	khe
پَرَ	para
ڪو	ko
نه	na
ٿيندا	thindaa
آهن.	ahin.
</s>	</s>
قرآن	quraan
شريف	sharif
جي	je
-جنت-	jint
واري	ware
-باغ-	baagu
جي	je
تصور	tasawur
سان،	saan,
مسلمان	musalman
حڪمرانن	hukumrunan
پنهنجي	pahinje
پنهنجي	pahinje
دور	doru
۾	men
باغات	baaguat
کي	khe
بارونق	baaronk
بنائڻ	binaainr
۾	men
خاص	khaas
ڌيان	dhiyaan
ڏنو.	dino.
</s>	</s>
سومھڻي	somhnre
</s>	</s>
جڏهن	jadahin
پنهنجي	pahinje
قوم	qoama
کي	khe
چيائين	chayain
ته	ta
ڇا	chhaa
توهان	tawhan
(-الله-	(allah
کان)	khan)
ڪو	ko
نه	na
ٿا	thaa
ڊڄو.	djo.
</s>	</s>
فالون	falon
وجهڻ،	ojhnr,
جادو	jaado
ڪرڻ	karanu
۽	aen
اک	akh
ٻوٽ	bwati
ڪرڻ	karanu
۾	men
کين	khen
ڪمال	kamaal
حاصل	haasil
آهي.	ahe.
</s>	</s>
حضرت	hazrat
عبدالله	abdullah
رضي	rze
الله	allah
تعالٰي	taale
عنه	ana
ٻڌايو	budhayo
ته	ta
بابا	baabaa
کي	khe
جيڪو	jeko
ڪپڙو	kpdro
مليو	milyo
هيو	huyo
اهو	uho
تمام	tamam
گهٽ	ghat
هيو	huyo
ان	una
سان	saan
ان	una
جو	jo
پورو	puro
ڪپڙو	kpdro
نه	na
ٺهي	thhe
سگهي	saghe
ها۔	haa-
</s>	</s>
انهن	unhan
ساڳين	saagen
آرين	aaren
پوءِ	poi
موٽي	moti
سنڌ،	Sindh,
پنجاب	panaab
۽	aen
گنڌار	gndhaara
پنهنجي	pahinje
قبضي	kbze
ڪيا،	kayaa,
ته	ta
سندين	sandinu
بگڙيل	bgdrel
ٻوليءَ	boli
جو	jo
اثر	asaru
انهن	unhan
هنڌن	handun
جي	je
ٻوليءَ	boli
تي	te
به	bi
ٿيو،	thiyo,
جنهنڪري	jahinkare
پوءِ	poi
اها	uha
به	bi
گهڻو	ghano
ڪري	kare
مڌيه	mdheh
ديش	desh
جي	je
ٻوليءَ	boli
جهڙي	jahre
ٿي	thi
پيئي	piei
۽	aen
هوريان	hwariuna
هوريان	hwariuna
ان	una
وانگر	wangur
بگڙجي	bgdrje
اول	awal
وچولي	wichwalid
۽	aen
پوءِ	poi
آخرين	aakhirin
درجي	daruje
تي	te
آئي.	aai.
</s>	</s>
انهيءَ	unahia
زور	zor
کي	khe
پڃري	pnjre
”ڏهي	"dhe
کڻڻ	khananu
جو	jo
زور“	zor"
چوندا	chawandaa
آهن.	ahin.
</s>	</s>
ھتان	htaan
جو	jo
ديواني	diwaane
قانوني	qaanoone
نظام	nazaam
فرانس	frunas
جي	je
سول	sol
ڪوڊ	kod
تي	te
مشتمل	mushtamil
آهي.	ahe.
</s>	</s>
گھر	gharu
ڊاھي	duhe
سرون	siron
ويرا	oera
واه	oah
جي	je
موجوده	mojudah
ڳوٺ	gothu
جي	je
عمارتن	Imaaratan
جي	je
اڏاوتن	adotin
۾	men
استعمال	istaemal
ڪيون	kayun
ويون	wayoon
آھن.	aahin.
</s>	</s>
سنڌي	sindhi
روزاني	rozunae
اخبار	akhbar
آس	aas
18	18
آگسٽ	august
2006ع	2006
کان	khan
حيدرآباد	hyderabad
مان	maan
نڪرڻ	nkaranu
شروع	Shuru
ٿي.	thi.
</s>	</s>
سهاڳ	shag
</s>	</s>
انهيءَ	unahia
وقت	wakt
کان	khan
وٺي،	wathee,
روشن	roshan
آرا	aara
سان	saan
هن	hin
جي	je
محبت	muhabat
قائم	qaaim
ٿي،	thi,
تنهن	tanhin
کانپوءِ	khapoi
به	bi
هوءَ	hoa
هميشہ	hamesh
قلعي	qile
جي	je
اندر	andar
جون	joon
خبرون	khabrun
هن	hin
کي	khe
ڏيندي	dende
رهندي	rahandi
هئي.	hui.
</s>	</s>
بعضي	baze
هنن	hunan
کي	khe
سائي	saaie
مَک	makh
نقصان	nuqsaan
رسائيندي	rsaainde
آهي.	ahe.
</s>	</s>
چلهه	chlhh
چالُو	chaluo
ڪريو.	kariyo.
</s>	</s>
هيءُ	heu
ڪتاب	kitaab
ڊاڪٽر	daaktar
غلام	ghulaamu
علي	ali
الانا	alunaa
جو	jo
ترتيب	tartib
ڏنل	dinal
آهي،	ahe,
هن	hin
۾	men
مختلف	mukhtalif
ليکڪن	lekhakun
جا	jaa
تحقيقي	tahqeeqe
۽	aen
ادبي	adabi
مضمون	mazmoon
سنڌي	sindhi
ادب	adabu
جي	je
مختلف	mukhtalif
صنفن	snfanu
بابت	baabat
شامل	shaamil
آهن..	ahin..
</s>	</s>
ڪي	ke
چمڪن	chmkan
چين	chen
تي	te
ڪي	ke
لهن	lhin
سمرقندين	smrkndinu
سار	saar
</s>	</s>
2014ع	2014
–	-
زان	zuna
فرانسوا	frunasoa
جاريج،	jaarij,
فرينچ	french
آثار	aasar
قديمه	qadimh
۽	aen
سنڌيات	sindhiat
جو	jo
ماهر	maahir
</s>	</s>
ڪتاب	kitaab
جو	jo
پهريون	pahriyun
ڇاپو،	chhapo,
1948ء	1948
۾	men
عبدالرحيم	abdalrhem
اجميري	ajmeere
صديقيءَ،	sadikea,
مسلم	muslim
ادبي	adabi
پرنٽنگ	printing
پريس،	press,
حيدرآباد	hyderabad
مان	maan
ڇپائي	chhpaae
پڌرو	padhiro
ڪيو.	kayo.
</s>	</s>
سنڌو	sindhu
درياھ	daruyaah
</s>	</s>
خاصيت:	khaaset:
معدي	made
کي	khe
تقويت	tkoet
ڏين	dinu
ٿا،	thaa,
دماغ	dimaag
۽	aen
سيني	seene
جي	je
رطوبت	rtobt
کي	khe
هٽائين	httian
ٿا،	thaa,
جگر	jgr
جي	je
سور،	soor,
سيني	seene
۽	aen
اندرين	andaren
پردن	paradn
مان	maan
ڪچي	kche
بلغم	blgm
کي	khe
پچائي	pchaie
ٻاهر	baahir
ڪڍڻ	kdhnr
لاءِ	laai
مفيد	mfeed
آهن.	ahin.
</s>	</s>
جرمنيءَ	Germany
۾	men
سورنھن	soornhin
آئيني	aaine
رياستون	riyaasaton
آھن.	aahin.
</s>	</s>
سندس	sandas
والد	walid
جو	jo
نالو	naalo
ميان	miyaan
صلاح	salaha
الدين	aldinu
۽	aen
ڏاڏي	dade
جو	jo
نالو	naalo
صاحب	saahiba
ڏنو	dino
هو.	ho.
</s>	</s>
اهو	uho
ئي	ie
پروگرام	prograam
سندس	sandas
تمام	tamam
گھڻي	ghnre
شهرت	shahrut
جو	jo
سبب	sababu
بڻيو.	bnreo.
</s>	</s>
روايتن	rawaayatn
موجب	mojib
بلوچستان	blochistaan
۾	men
هن	hin
دور	doru
۾	men
ئي	ie
لاشارين	laasharen
۽	aen
رندن	rndn
جي	je
ٽيهه	tehh
ساله	saalah
گهرو	gharuo
لڙائي	ldraie
شروع	Shuru
ٿي.	thi.
</s>	</s>
ڄام	jaamu
نظام	nazaam
الدين	aldinu
سمن	sman
جي	je
دور	doru
جو	jo
آخري	aakhiri
۽	aen
آزاد	azaad
سنڌ	Sindh
جو	jo
پويون	pwayoon
تاجدار	tajudaar
هو،	ho,
جنهن	jahin
25	25
ربيع	rbea
الاول	alawal
866هه/	866hijri/
29	29
ڊسمبر	december
1461ع	1461a
کان	khan
914	914
هه/	hh/
1508ع	1508a
تائين	taaen
نه	na
رڳو	rugo
ملڪ	mulku
سنڌ	Sindh
تي	te
فرمانروائي	frmaanroaie
ڪئي،	kai,
بلڪ	balik
ماڻهن	manhun
جي	je
دلين	dilen
تي	te
به	bi
راڄ	raaj
ڪيو.	kayo.
</s>	</s>
بيبي	bebe
عاعشه	aaashh
جڏهن	jadahin
اُٽ	autt
تي	te
ويٺي	wethe
ته	ta
ان	una
جون	joon
ٽنگون	tingon
تلوار	tlwaar
سان	saan
ڪٽي	kte
ڇڏيون	chhadiyon
ويو	wayo
۽	aen
بيبي	bebe
عاعشه	aaashh
جو	jo
پاکڙو	pakhdro
ڪري	kare
پيو،	piyo,
جنهن	jahin
تي	te
اها	uha
ويٺي	wethe
هئي.	hui.
</s>	</s>
وسڪارَ	waskaara
جو	jo
اڪثر	aksar
حصو	hiso
واپس	wapas
سمنڊَ	samundua
۾	men
هليو	halyo
ويندو	windo
آهي،	ahe,
جڏهن	jadahin
تہ	t
باقي	baaqi
حصو	hiso
خُشڪِيءَ	khushakiea
تي	te
ڪِرندو	kirndo
آهي	ahe
۽	aen
ثقلي	skle
ڪشش	kshsh
سبب	sababu
زمين	zamin
تي	te
(سطحي	(sitihae
يا	yaa
مٿاڇراتي)	mthaachhrute)
نئين	naen
آب	aab
Surface	Surface
runoff	runoff
جِي	jie
صورتَ	soorataa
۾	men
وهندو	ohindu
آهي.	ahe.
</s>	</s>
چوڏهين	chodhen
باب	baabu
۾	men
اُنهن	unhan
قومن	qomun
جو	jo
ذڪر	zikiru
آهي،	ahe,
جن	jin
سنڌ	Sindh
تي	te
حڪومت	hukumat
ڪئي.	kai.
</s>	</s>
چارئي	chaarie
طرف	tarafu
کليل	khilil
ڪوھن	kohin
تائين	taaen
نظر	nazara
پوي	pawe
ٿي،	thi,
قدرتي	qudrate
مناظر	manazr
صبح	subuh
شام	shaam
پري	pare
پري	pare
تائين	taaen
ڏسي	disi
سگھجن	sghjin
ٿا.	thaa.
</s>	</s>
بين	ben
الاقومي	alaaqomi
برادريءَ	bradaruea
۾	men
سهڪار	shkaar
۽	aen
ويجهڙائپ	oejahiraaip
جو	jo
عمل،	amalu,
جنهن	jahin
ذريعي	zariay
مختلف	mukhtalif
رياستون	riyaasaton
سياسي،	siyasi,
نظرياتي،	nazaraeute,
مذهبي	mazhabi
يا	yaa
نسلي	nasale
بنيادن	bunyaadn
۽	aen
معاشي/	maashe/
علائقائي	alaiqaie
فائدن	faidn
کي	khe
نظر	nazara
۾	men
رکندي،	rakhande,
لاڳاپيل	laguapiyal
سرڪارن	sarkaarn
ذريعي	zariay
هڪٻئي	hikbe
سان	saan
ڳنڍجي	gndhje
وڃن.	wajan.
</s>	</s>
دماغ	dimaag
مان	maan
ايندڙ	endara
پاڻي	paani
۽	aen
بلغمي	blgme
رطوبت	rtobt
کي	khe
خشڪ	khshak
ڪن	kan
ٿيون.	thiyun.
</s>	</s>
هيءُ	heu
ڪتاب	kitaab
فارسي	faarsi
زبان	zibaan
۾	men
لکيل	likhiyal
آهي	ahe
۽	aen
کهڙن	khhdrn
جي	je
مخدومن	makhdoomn
جي	je
حالات	haaluat
تي	te
مشتمل	mushtamil
آهي.	ahe.
</s>	</s>
ڪم	kam
ڪرڻ	karanu
وارا	waraa
ڪم	kam
جو	jo
ماحول	maahol
پاڻ	paan
پيدا	pedaa
ڪندا	kandaa
آهن،	ahin,
۽	aen
جن	jin
کي	khe
ڪم	kam
ناهي	naahe
ڪرڻو	karinu
هوندو،	hondo,
سي	se
ڪنهن	kanhin
به	bi
ماحول	maahol
۾	men
ڪم	kam
ناهن	nahin
ڪري	kare
سگهندا.	saghanda.
</s>	</s>
هي	he
مقبرو	mkabaro
ڪلهوڙن	kulhodrn
جي	je
صاحبيءَ	saahibaea
جي	je
وقت	wakt
جو	jo
آهي	ahe
۽	aen
ديهه	deh
فريد	fred
-آباد-،	aabad,
تپي	tpe
مڏ	md
باھو،	biho,
تعلقي	tailqe
ڏوڪري	dokare
ضلعي	zilay
لاڙڪاڻي	laarkaane
۾	men
واقع	oaka
آهي.	ahe.
</s>	</s>
هن	hin
سنڌي	sindhi
توڙي	tore
انگريزيءَ	angrezia
۾	men
ڪيترائي	ketrai
مضمون	mazmoon
لکيا،	likhiyaa,
جيڪي	jeke
ٽماهي	ttmuhe
مهراڻ	mehraan
کان	khan
سواءِ	sawai
ٻين	biyan
ڪيترن	ketran
رسالن	rsalan
۽	aen
ڪاليج	kalej
مخزنن	mkhznn
۾	men
ڇپجي	chhpje
چڪا	chukaa
آهن.	ahin.
</s>	</s>
اهو	uho
لظ	lz
خود	khood
ڄاڻائي	jaanaaie
ٿو	tho
ته	ta
راجائون	raajaaion
پنهنجي	pahinje
رعيت	raet
کي	khe
آنڊي	aandi
ڄائو	jaao
اولاد	olaad
ڪري	kare
سمجهندا	smjhanda
هئا.	huwa.
</s>	</s>
سندس	sandas
تصنيفن	tsnefanu
۾	men
’نئين	'naen
اردو-سنڌي	urdusindhi
لغت‘	lgt'
قابل	qaabil
ذڪر	zikiru
آهي.	ahe.
</s>	</s>
تاريخدانن	taarikhadunan
جو	jo
مڃڻ	mnjnr
آهي	ahe
ته	ta
رياستي	riyaasate
۽	aen
صاحبي	saahibae
(حڪومتي)	(hukumate)
معاملن	maamln
۾	men
هو	ho
سدائين	sadaain
پنهنجي	pahinje
ڀيڻ	bhenu
تاريءَ	tarea
جي	je
صلاح	salaha
۽	aen
مدد	madad
وٺندو	othndo
هو.	ho.
</s>	</s>
2005ع	2005a
–	-
هندوستاني	hinadostunae
شهر	shahru
دهلي	dhali
۾	men
بم	bm
ڌماڪن	dhmakan
جي	je
نتيجي	natije
۾	men
60	60
ماڻهو	manhun
اجل	ajl
جو	jo
شڪار	shikaar
ٿيا.	thiyaa.
</s>	</s>
هيٺ	heth
’جمالي‘	'jmaale'
گيت	gita
جون	joon
ڪجھھ	kujhh
مصرعون	msraon
ڏجن	djin
ٿيون:	thiyun:
منھنجو	manhinajo
جمالو	jmaalo
جتــــن	jt-n
سـان،	s-una,
ھو	ho
جمالو!	jmaalo!
</s>	</s>
گفتگو	gftgo
يا	yaa
عام	aam
ڪاروباري	kaarobary
تحرير	threr
۾	men
اسان	asan
جي	je
ڪوشش	koshish
هوندي	hondi
آهي	ahe
ته	ta
اوترو	otro
ڳالهايون	galhaaeon
يا	yaa
لکون	lakhon
جيتري	jetre
ضرورت	zaroorat
هجي.	huje.
</s>	</s>
هتي	hite
فقط	faqat
2	2
سيڪڙو	sekro
ٻيلا	bilaa
۽	aen
جهنگ	jhinag
آهن.	ahin.
</s>	</s>
چيو	chayo
وڃي	waji
ٿو	tho
ته	ta
هڪ	hiku
ڀيري	bhere
سلطان	sultaan
کيس	khes
پنهنجو	panhinjo
جامه	jaamh
دار	dar
مقرر	muqarar
ڪيو.	kayo.
</s>	</s>
جنهن	jahin
شخص	shakhsu
کي	khe
جوانمرد	jawaanmardu
۽	aen
ڳالهه	gaalih
ٻولهه	bolhh
۾	men
دلير	diler
ڏسندو	dsando
هو،	ho,
هڪدم	hikdam
پاڻ	paan
وٽ	wati
ملازم	milazm
رکندو	rakhando
هو.	ho.
</s>	</s>
هنن	hunan
جي	je
گهڻائي	ghanaaie
نيپال	nepal
۽	aen
انڊيا	india
۾	men
آهي.	ahe.
</s>	</s>
ھندوڪش	hindoksh
جبل	jabal
جون	joon
قطارون:	ktaron:
</s>	</s>
اھو	iho
سيمنٽ،	semantt,
ڪيميائي	kayamyaaie
ڀاڻ،	bhunu,
پلاسٽر	palasttr
آف	aaf
پيرس	peers
جي	je
صنعت	snat
۾	men
استعمال	istaemal
ٿيندو	thindo
آهي.	ahe.
</s>	</s>
اصل	asal
۾	men
هي	he
ريڊيو	redio
پاڪستان	pakistan
حيدرآباد	hyderabad
تان	taan
نشر	nshr
ٿيندڙ	thindar
سنڌي	sindhi
سکيا	skhea
پروگرام	prograam
جا	jaa
سبق	sbk
آهن،	ahin,
جيڪي	jeke
ڊاڪٽر	daaktar
فهميده	fhamedh
حسين	haseen
ريڊيو	redio
تي	te
پڙهائيندي	pdrhiande
آهي.	ahe.
</s>	</s>
سنڌ	Sindh
۾	men
مڪليءَ	mkulea
جي	je
قبرن	kabarn
کان	khan
ويندي،	wende,
مسجدن	masjidn
جي	je
ديوارن	dewaaran
۽	aen
ڪتبن	kutibn
مان	maan
نستعليق	nsataalik
خط	khatu
جي	je
رواج	rawaaj
جي	je
ثابتي	saabitue
ملي	mile
ٿي.	thi.
</s>	</s>
جڏهين	jdhen
ڪنهن	kanhin
نالائق	naalaaik
ياڪ	yaak
ميڻيم	menrem
اڻهوءَ	unuhoa
سان	saan
ڪم	kam
پوي	pawe
ته	ta
ان	una
کي	khe
پنهنجي	pahinje
حشسمت	hshsmt
۽	aen
جرات	jraati
جو	jo
ڏکو	dukho
ڏيکارڻ	dekharnr
گهرجي.	ghurje.
</s>	</s>
آمريءَ	aamaria
جو	jo
احوال	ahwaal
ابتدائي	abtdaie
ڪتابن	kithe
مان	maan
-تاريخ-	taarikha
-تحفة	thf
الڪرام-	alkraam
۾	men
تفصيل	tafsil
سان	saan
آيل	aayal
آھي.	aahe.
</s>	</s>
جيڪو	jeko
گينيميڊ	genemed
تائين	taaen
ويندو	windo
۽	aen
آيو	aayo
وٽان	wataan
اڏرڻ	adrnr
دوران	doraan
ان	una
کي	khe
مطالعو	mtalao
ڪندو.	kando.
</s>	</s>
مولانا	molanaa
کي	khe
طب	tb
۾	men
به	bi
سٺي	suthi
مهارت	mhaaratu
هئي.	hui.
</s>	</s>
محمد	muhammad
سومار	somar
شيخ	shaikh
جي	je
ادبي،	adabi,
تحقيقي	tahqeeqe
۽	aen
ثقافتي	skafte
ڪم	kam
جو	jo
هنن	hunan
ڪجهه	kujh
صفحن	sufhan
۾	men
جائزو	jaaizo
وٺڻ	wathan
ممڪن	mumkin
ڪونهي.	konhe.
</s>	</s>
ـــــــــــــ	-
سچل	sachl
۽	aen
شاهه	shah
(شفيع	(shfeea
محمد	muhammad
علوي).	aloe).
</s>	</s>
ڪرائون	karaion
سائيز	saaiz
واري	ware
هن	hin
ڪتاب	kitaab
جو	jo
جلد	jald
ڪچو	kcho
آهي،	ahe,
جنهن	jahin
۾	men
128	128
صفحا	sufhaa
آهن	ahin
۽	aen
قيمت	qeemat
ڏيڍ	dedh
رپيو	rpiyo
ڄاڻايل	jaanaayal
آهي.	ahe.
</s>	</s>
سنڌيءَ	sindhia
۾	men
حافظ	haafiz
جي	je
چونڊ	chunda
ڪلام	kalaam
جو	jo
سنڌي	sindhi
ترجمو	tarjimu
سنڌي	sindhi
ٻوليءَ	boli
جي	je
عالم	aalam
محمد	muhammad
يعقوب	eakob
نياز	nyaaz
”ديوان	"diwaan
حافظ“	haafiz"
نالي	naale
سان	saan
ڪيو	kayo
آهي،	ahe,
جنهن	jahin
۾	men
سائشته	saaishta
نثر	nsr
۾	men
حافظ	haafiz
جي	je
ڪلام	kalaam
جو	jo
انتهائي	unataaie
وڻندڙ،	wananddr,
زيبائتو	zebaito
ترجمو	tarjimu
ڪيو	kayo
ويو	wayo
آهي.	ahe.
</s>	</s>
حڪيم	hakim
چون	chawan
ٿا	thaa
ته	ta
آني	aane
جي	je
اڇاڻ	achhaanr
سُرڪي	surke
يا	yaa
بابوني	baabuone
جي	je
تيل	tel
۾	men
گڏي،	gadue,
سور	soor
يا	yaa
سوڄ	soj
واري	ware
هنڌ	handu
تي	te
لائڻ	laainr
سان،	saan,
فائدو	faido
ٿيندو.	thindo.
</s>	</s>
سنڌي	sindhi
رسم	rsm
الخط	alkhatu
خالص	khals
عربي	arbi
رسم	rsm
الخط	alkhatu
تان	taan
ورتو	warto
ويو	wayo
اھي.	uhe.
</s>	</s>
فنڪار	fanukaar
حقيقتن	hakikatan
کي	khe
خارجي	kharje
شين	shayun
۾	men
نه	na
ڳولي،	gwalid,
پر	para
ان	una
لاءِ	laai
لاشعور	laashaor
جي	je
مدد	madad
سان	saan
خود	khood
پنهنجي	pahinje
وجود	wijood
جي	je
گهرائين	gharuian
۾	men
هليو	halyo
وڃجي.	wajuje.
</s>	</s>
ھن	hin
اخبار	akhbar
جو	jo
تمام	tamam
ڪم	kam
ڪرتار	kartar
سنگھ	sangh
نے	na
ڪيو۔	kayo-
</s>	</s>
خانن	khanun
وارن	waaran
چورسن،	chorsan,
جن	jin
جو	jo
رنگ	rang
گهاٽو	ghaatto
نيرو	nero
۽	aen
هلڪو	hlko
نيرو	nero
آهي،	ahe,
جي	je
وچ	wich
۾	men
ٻن	bin
گڏ	gadu
وِچڙ	oichdr
لڙهين	ldrhen
۾	men
سفيد	sfeed
۽	aen
ڦڪو	phko
رنگ	rang
ڏسڻ	disanu
۾	men
اچي	ache
ٿو.	tho.
</s>	</s>
”گچير	"gcher
ٰي“	e"
شهر	shahru
جي	je
چوڌاري	chodhari
دشمن	dushman
جي	je
حملي	hmile
کان	khan
بچاءَ	bchaa
لاءِ	laai
هڪ	hiku
وڏي	wade
کاهي	khuhe
کوٽيل	khwatiel
هئي،	hui,
جا	jaa
هن	hin
وقت	wakt
به	bi
درياهه	darya
جي	je
آبڪلانيءَ	aabkulunaea
وقت	wakt
پاڻيءَ	paani
سان	saan
ڀرجي	bharje
ويندي	wende
آهي.	ahe.
</s>	</s>
هن	hin
سيد	sayad
جي	je
نسبت	nsbt
۾	men
ذڪر	zikiru
لکيل	likhiyal
آهي	ahe
ته	ta
هڪڙي	hikre
ڏينهن	denhan
شيخ	shaikh
عيسيٰ جي	aeseje
ملاقات	mulaaqaat
